date,Equity real estate investment trusts; total financial assets,Equity real estate investment trusts; checkable deposits and currency; asset,Equity real estate investment trusts; corporate and foreign bonds; asset,Equity real estate investment trusts; total mortgages; asset,Equity real estate investment trusts; one-to-four-family residential mortgages; asset,Equity real estate investment trusts; multifamily residential mortgages; asset,Equity real estate investment trusts; commercial mortgages; asset,Equity real estate investment trusts; unidentified miscellaneous assets,Equity real estate investment trusts; total liabilities,Equity real estate investment trusts; corporate and foreign bonds; liability,Equity real estate investment trusts; loans; liability,Equity real estate investment trusts; depository institution loans n.e.c.; liability,Equity real estate investment trusts; total mortgages; liability,Equity real estate investment trusts; multifamily residential mortgages; liability,Equity real estate investment trusts; commercial mortgages; liability,Equity real estate investment trusts; unidentified miscellaneous liabilities
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968:Q1,134,0,0,95,0,0,95,39,129,0,138,98,40,13,27,-9
1968:Q2,217,0,0,132,0,11,121,85,126,0,135,95,40,13,27,-9
1968:Q3,133,0,0,85,1,4,80,48,186,0,199,119,80,27,53,-13
1968:Q4,262,0,0,170,0,12,158,92,241,0,254,214,40,13,27,-13
1969:Q1,138,0,0,73,0,27,46,65,192,0,212,55,157,52,105,-20
1969:Q2,270,0,0,139,1,23,115,131,103,16,90,79,11,3,8,-3
1969:Q3,208,0,0,89,1,32,56,119,125,50,72,62,10,4,6,3
1969:Q4,482,0,0,218,1,68,149,264,215,9,218,166,52,17,35,-12
1970:Q1,343,0,0,53,3,99,-49,290,41,164,-149,-152,3,1,2,26
1970:Q2,364,0,0,174,2,45,127,190,195,77,113,98,15,5,10,5
1970:Q3,401,0,0,184,1,48,135,217,61,0,69,-3,72,24,48,-8
1970:Q4,712,0,0,336,2,88,246,376,325,158,156,130,26,8,18,11
1971:Q1,435,0,0,187,1,49,137,248,362,91,273,237,36,12,24,-2
1971:Q2,562,0,0,291,2,76,213,271,379,208,153,119,34,11,23,18
1971:Q3,578,0,0,289,0,92,197,289,395,-66,202,185,17,6,11,259
1971:Q4,679,0,0,326,1,110,215,353,584,96,66,19,47,15,32,422
1972:Q1,1262,0,0,360,2,222,136,902,1114,107,475,426,49,17,32,532
1972:Q2,1230,0,0,435,4,143,288,795,1068,101,315,113,202,66,136,652
1972:Q3,858,0,0,365,0,129,236,493,771,40,64,-48,112,37,75,667
1972:Q4,1425,0,0,671,2,241,428,754,1451,47,858,750,108,36,72,546
1973:Q1,1210,0,0,414,2,102,310,796,1082,119,1095,972,123,40,83,-132
1973:Q2,1285,0,0,797,0,349,448,488,1171,140,1047,909,138,46,92,-16
1973:Q3,1181,0,0,843,7,237,599,338,1181,41,433,428,5,2,3,707
1973:Q4,688,0,0,398,5,169,224,290,1070,135,850,816,34,11,23,85
1974:Q1,389,0,0,287,2,125,160,102,786,102,1078,1011,67,22,45,-394
1974:Q2,224,0,0,-28,0,-8,-20,252,705,6,1127,1118,9,3,6,-428
1974:Q3,-616,0,0,27,-5,-75,107,-643,35,-27,754,726,28,9,19,-692
1974:Q4,-374,0,0,-108,-1,17,-124,-266,-13,44,192,167,25,8,17,-249
1975:Q1,-1390,0,0,-961,-5,-409,-547,-429,-516,-196,-477,-475,-2,0,-2,157
1975:Q2,-2576,0,0,-980,-5,-386,-589,-1596,-1944,-198,-1385,-1358,-27,-9,-18,-361
1975:Q3,-2671,0,0,-1180,-5,-417,-758,-1491,-2408,-197,-1327,-1284,-43,-14,-29,-884
1975:Q4,-1746,0,0,-834,-4,-288,-542,-912,-1335,-198,-861,-863,2,0,2,-276
1976:Q1,-622,0,0,-297,-1,-104,-192,-325,-391,-98,-437,-498,61,20,41,144
1976:Q2,-591,0,0,-295,-1,-99,-195,-296,-481,19,-309,-431,122,41,81,-191
1976:Q3,-624,0,0,-296,-1,-96,-199,-328,-374,-21,-187,-292,105,34,71,-166
1976:Q4,-617,0,0,-295,-1,-91,-203,-322,-348,-45,-344,-546,202,67,135,41
1977:Q1,-258,0,0,-148,-1,-38,-109,-110,-398,-26,-505,-485,-20,-7,-13,133
1977:Q2,-215,0,0,-148,0,-39,-109,-67,-786,-27,-649,-557,-92,-30,-62,-110
1977:Q3,-259,0,0,-149,-1,-39,-109,-110,-417,5,-317,-260,-57,-19,-38,-105
1977:Q4,-211,0,0,-146,0,-37,-109,-65,-152,-21,-142,-121,-21,-7,-14,11
1978:Q1,-124,0,0,-33,-1,-14,-18,-91,-158,-85,-445,-139,-306,-101,-205,372
1978:Q2,-32,0,0,-35,0,-14,-21,3,-71,-15,-198,-343,145,48,97,142
1978:Q3,-138,0,0,-49,0,-17,-32,-89,-184,7,41,-117,158,52,106,-232
1978:Q4,160,0,0,-19,0,-10,-9,179,39,-62,92,-61,153,51,102,9
1979:Q1,32,0,0,-9,-1,0,-8,41,-38,-20,1,-56,57,19,38,-19
1979:Q2,21,0,0,-10,0,-1,-9,31,-56,18,-87,-74,-13,-5,-8,13
1979:Q3,17,0,0,-9,0,0,-9,26,-61,-86,-122,-84,-38,-12,-26,147
1979:Q4,-1,0,0,-10,-1,0,-9,9,-76,62,-108,-93,-15,-5,-10,-30
1980:Q1,-11,0,0,-24,0,-8,-16,13,-78,13,-37,-28,-9,-3,-6,-54
1980:Q2,-4,0,0,-23,0,-8,-15,19,-71,59,-58,-46,-12,-4,-8,-72
1980:Q3,-11,0,0,-22,0,-7,-15,11,-70,-58,-49,-38,-11,-4,-7,37
1980:Q4,-28,0,0,-23,0,-7,-16,-5,-75,11,-37,-28,-9,-3,-6,-49
1981:Q1,12,0,0,-10,0,-5,-5,22,-14,45,-27,-27,0,0,0,-32
1981:Q2,-6,0,0,-9,0,-5,-4,3,-11,-30,-26,-28,2,1,1,45
1981:Q3,-25,0,0,-9,0,-4,-5,-16,-27,39,-22,-28,6,2,4,-44
1981:Q4,-20,0,0,-9,0,-5,-4,-11,-37,-11,-16,-28,12,4,8,-10
1982:Q1,76,0,0,19,0,10,9,57,52,-4,-10,-32,22,7,15,66
1982:Q2,11,0,0,19,0,10,9,-8,-15,-4,57,23,34,11,23,-68
1982:Q3,63,0,0,20,0,10,10,43,28,-4,55,21,34,12,22,-23
1982:Q4,42,0,0,20,0,11,9,22,-12,-4,26,3,23,7,16,-34
1983:Q1,40,0,0,-15,-1,3,-17,55,-23,3,9,-6,15,5,10,-35
1983:Q2,19,0,0,-13,0,4,-17,32,-46,2,-75,-84,9,3,6,27
1983:Q3,-36,0,0,-14,0,3,-17,-22,-127,2,-51,-55,4,1,3,-78
1983:Q4,119,0,0,-12,0,4,-16,131,-29,3,-68,-65,-3,-1,-2,36
1984:Q1,828,0,0,107,0,38,69,721,608,408,92,9,83,28,55,108
1984:Q2,1006,0,0,109,0,35,74,897,699,415,155,19,136,45,91,129
1984:Q3,1015,0,0,108,0,38,70,907,711,415,143,13,130,43,87,153
1984:Q4,878,0,0,79,0,31,48,799,671,455,67,5,62,20,42,149
1985:Q1,288,0,0,49,0,13,36,239,159,177,19,9,10,3,7,-37
1985:Q2,218,0,0,68,0,20,48,150,125,182,73,61,12,4,8,-130
1985:Q3,221,0,0,73,0,21,52,148,160,190,103,88,15,5,10,-133
1985:Q4,1940,0,0,1175,1,95,1079,765,875,144,120,102,18,6,12,611
1986:Q1,654,0,0,122,1,25,96,532,828,99,218,84,134,44,90,511
1986:Q2,1527,0,0,161,0,34,127,1366,1481,427,311,84,227,75,152,743
1986:Q3,2013,0,0,53,0,11,42,1960,1475,484,70,84,-14,-4,-10,921
1986:Q4,-249,0,0,-332,-1,-69,-262,83,1387,2758,-26,65,-91,-30,-61,-1345
1987:Q1,1405,0,0,125,1,26,98,1280,1098,283,207,116,91,30,61,608
1987:Q2,2033,0,0,-15,0,-3,-12,2048,2018,1899,120,116,4,1,3,-1
1987:Q3,1821,0,0,183,0,43,140,1638,2245,1678,158,121,37,12,25,409
1987:Q4,2246,0,0,254,0,53,201,1992,2115,1518,300,112,188,62,126,297
1988:Q1,377,0,0,156,0,32,124,221,1330,384,172,185,-13,-4,-9,774
1988:Q2,589,0,0,21,0,4,17,568,711,424,295,277,18,6,12,-8
1988:Q3,835,0,0,282,1,59,222,553,941,37,60,84,-24,-8,-16,844
1988:Q4,2622,0,0,433,1,90,342,2189,2233,569,1216,924,292,96,196,448
1989:Q1,642,0,0,-140,-1,-29,-110,782,-441,578,736,688,48,16,32,-1755
1989:Q2,1301,0,0,-33,0,-7,-26,1334,570,211,128,108,20,7,13,231
1989:Q3,218,0,0,-79,0,-16,-63,297,105,158,188,59,129,42,87,-241
1989:Q4,-54,0,0,86,0,18,68,-140,416,-193,195,65,130,43,87,414
1990:Q1,-666,0,0,-41,0,-9,-32,-625,-156,-196,195,65,130,43,87,-155
1990:Q2,-1082,0,0,-16,0,-3,-13,-1066,-97,372,195,65,130,43,87,-664
1990:Q3,-825,0,0,-11,0,-2,-9,-814,160,-675,295,65,230,76,154,540
1990:Q4,414,0,0,-291,0,-61,-230,705,-76,545,195,65,130,43,87,-816
1991:Q1,-335,0,0,-118,-1,-51,-66,-217,485,376,135,65,70,23,47,-26
1991:Q2,-39,0,0,-32,1,0,-33,-7,436,-244,151,69,82,27,55,529
1991:Q3,-614,0,0,-85,-1,0,-84,-529,-250,-368,205,109,96,32,64,-87
1991:Q4,1223,0,0,-146,0,0,-146,1369,1634,131,558,343,215,71,144,945
1992:Q1,844,0,21,-79,0,-17,-62,902,498,894,641,426,215,71,144,-1037
1992:Q2,315,0,28,263,3,46,214,24,346,-917,161,140,21,7,14,1102
1992:Q3,287,0,42,-180,6,-62,-124,425,734,-22,421,311,110,36,74,335
1992:Q4,-2554,0,52,197,7,38,152,-2803,231,269,-1828,-2044,216,71,145,1790
1993:Q1,-746,0,5,-102,5,-24,-83,-649,-1027,79,210,-135,345,114,231,-1316
1993:Q2,1141,0,11,-68,7,-42,-33,1198,420,-916,324,-14,338,112,226,1012
1993:Q3,283,0,-11,-26,6,-9,-23,320,1527,-374,1487,-55,1542,508,1034,414
1993:Q4,768,0,12,-56,4,-26,-34,812,2388,99,1390,26,1364,451,913,899
1994:Q1,1151,0,42,580,12,93,475,529,5572,-214,3057,601,2456,810,1646,2729
1994:Q2,-840,0,40,438,19,39,380,-1318,3560,-593,3751,651,3100,1023,2077,402
1994:Q3,-460,0,37,273,20,-2,255,-770,5340,119,3744,744,3000,990,2010,1477
1994:Q4,-756,0,37,-111,5,-45,-71,-682,1396,-542,1536,310,1226,405,821,402
1995:Q1,115,0,-7,-101,15,-73,-43,223,679,15,531,-310,841,277,564,133
1995:Q2,725,0,-11,14,9,-29,34,722,2041,35,1239,-723,1962,648,1314,767
1995:Q3,416,0,3,-83,13,-32,-64,496,1168,20,709,-413,1122,370,752,439
1995:Q4,271,0,84,-305,0,-74,-231,492,2438,110,1907,507,1400,462,938,421
1996:Q1,271,0,114,-422,6,-119,-309,579,2438,109,1909,507,1402,462,940,420
1996:Q2,379,0,101,-280,-1,-65,-214,558,3413,155,2672,710,1962,648,1314,586
1996:Q3,452,1605,90,-229,0,-12,-217,-1014,4073,184,3187,846,2341,772,1569,702
1996:Q4,1884,338,-87,192,17,64,111,1441,5369,578,2631,479,2152,711,1441,2160
1997:Q1,2360,629,98,305,15,4,286,1328,8046,1163,4773,624,4149,1369,2780,2110
1997:Q2,4341,-84,144,478,30,107,341,3803,11090,1533,6427,2374,4053,1337,2716,3130
1997:Q3,5951,835,-25,313,22,64,227,4828,11767,4690,2310,639,1671,552,1119,4767
1997:Q4,6893,-462,54,735,52,148,535,6566,22205,4342,10572,5537,5035,1661,3374,7291
1998:Q1,11523,1117,220,766,33,27,706,9420,22583,6448,7205,4930,2275,751,1524,8930
1998:Q2,2427,235,43,414,54,24,336,1735,16003,6212,8049,3086,4963,1638,3325,1742
1998:Q3,-4503,-860,-119,559,-6,58,507,-4083,17420,1965,16642,6737,9905,3268,6637,-1187
1998:Q4,-10347,186,-215,-116,-65,-90,39,-10202,3207,2550,7763,117,7646,2524,5122,-7106
1999:Q1,-555,-276,-46,358,-29,-38,425,-591,8193,4944,488,-4543,5031,1660,3371,2761
1999:Q2,-1089,-51,20,-76,-6,-35,-35,-982,-5391,-1220,-3366,-301,-3065,-1012,-2053,-805
1999:Q3,-953,576,-31,-112,2,-37,-77,-1386,4124,622,1284,-1058,2342,773,1569,2218
1999:Q4,1340,-41,307,221,-145,81,285,853,1368,334,-575,-3487,2912,652,2260,1609
2000:Q1,1092,178,148,-61,-32,8,-37,827,3383,1126,2358,216,2142,780,1362,-101
2000:Q2,-496,-201,33,-310,12,15,-337,-18,2790,1182,159,-1474,1633,621,1012,1449
2000:Q3,-834,-474,-41,-885,23,-40,-868,566,-1282,1705,-3265,-2663,-602,606,-1208,278
2000:Q4,876,568,251,-174,14,-26,-162,231,1334,150,1211,-341,1552,1055,497,-27
2001:Q1,502,-305,33,-250,8,-143,-115,1024,1768,3467,-1788,-2126,338,310,28,89
2001:Q2,312,525,-395,-536,4,93,-633,718,134,-1419,1936,-392,2328,220,2108,-383
2001:Q3,146,808,7,-163,34,36,-233,-506,-2240,1790,-3662,-1401,-2261,-695,-1566,-368
2001:Q4,-1082,-44,-148,378,-57,-183,618,-1268,3813,1283,2488,684,1804,1664,140,42
2002:Q1,333,576,-21,-420,-3,3,-420,198,2913,1179,1406,-569,1975,811,1164,328
2002:Q2,754,386,-133,-39,-4,33,-68,540,8342,1558,6390,631,5759,-59,5818,394
2002:Q3,417,135,-27,106,56,-34,84,203,5554,3345,1243,-161,1404,527,877,966
2002:Q4,-566,-1374,-82,-370,-69,-197,-104,1260,4843,1036,2888,825,2063,417,1646,919
2003:Q1,444,1104,-67,-257,2,-3,-256,-336,-494,1963,-515,647,-1162,-217,-945,-1942
2003:Q2,749,79,-27,-7,1,19,-27,704,1335,254,305,-1539,1844,355,1489,776
2003:Q3,3064,1656,181,280,-43,-7,330,947,3800,273,3171,-133,3304,-131,3435,356
2003:Q4,3767,708,186,488,15,35,438,2385,9951,2736,5576,667,4909,500,4409,1639
2004:Q1,2609,685,91,-126,-11,-62,-53,1959,7131,2446,5281,-320,5601,1443,4158,-596
2004:Q2,2087,26,121,125,-22,58,89,1815,8701,-445,8065,1914,6151,980,5171,1081
2004:Q3,1034,-883,-97,130,2,-18,146,1884,9539,3178,5077,1120,3957,591,3366,1284
2004:Q4,4055,816,249,441,1,-29,469,2549,22910,9044,9293,-500,9793,565,9228,4573
2005:Q1,2482,820,158,-257,1,-34,-224,1761,7462,641,8389,3315,5074,-22,5096,-1568
2005:Q2,4336,1022,447,791,0,21,770,2076,13021,5070,6454,313,6141,-114,6255,1497
2005:Q3,1222,301,182,-69,-4,106,-171,808,6324,271,4236,460,3776,608,3168,1817
2005:Q4,-667,-1575,382,335,0,36,299,191,1449,1773,416,1297,-881,-608,-273,-740
