date,Federal government; Treasury securities; liability,Federal government; marketable Treasury securities; liability,Federal government; Treasury bills; liability,Federal government; other marketable Treasury securities; liability,Federal government; long-term marketable Treasury securities issued to the Civil Service Retirement Fund through the Federal Financing Bank; liability,Federal government; nonmarketable Treasury securities; liability,Federal government; U.S. savings securities; liability,State and local governments; State and local government series securities (SLGS); asset,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,Other financial business; nonmarketable Treasury securities held by Federal Reserve credit facility LLCs; asset,Federal government; other nonmarketable Treasury securities; liability,All sectors; Treasury securities; asset,Households and nonprofit organizations; Treasury securities; asset,Federal government; U.S. savings securities; liability,Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset,Nonfinancial corporate business; Treasury securities; asset,Nonfinancial noncorporate business; total U.S. government securities; asset,State and local governments; Treasury securities, including SLGS; asset,State and local governments; State and local government series securities (SLGS); asset,State and local governments; Treasury securities, excluding SLGS; asset,Monetary authority; total Treasury securities; asset,Monetary authority; Treasury bills; asset,Monetary authority; other Treasury securities, excluding Treasury bills; asset,U.S.-chartered depository institutions; Treasury securities; asset,Foreign banking offices in the U.S.; Treasury securities; asset,Banks in U.S.-affiliated areas; Treasury securities; asset,Credit unions; Treasury securities; asset,Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; Treasury bills, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; other Treasury securities, including those held by U.S. residual market reinsurers, excluding Treasury bills; asset,Life insurance companies; Treasury securities; asset,Life insurance companies; Treasury bills, including those held by U.S. captive reinsurers; asset,Life insurance companies; other Treasury securities, including those held by U.S. captive reinsurers, excluding Treasury bills; asset,Private pension funds; Treasury securities; asset,Private defined benefit pension funds; Treasury securities; asset,Private defined contribution pension funds; Treasury securities; asset,Federal government retirement funds; Treasury securities; asset,Federal government defined benefit retirement funds; Treasury securities; asset,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,State and local government employee defined benefit retirement funds; Treasury securities; asset,Money market funds; Treasury securities; asset,Money market funds; Treasury bills; asset,Money market funds; Other Treasury securities, excluding Treasury bills; asset,Mutual funds; Treasury securities; asset (market value),Mutual funds; Treasury bills; asset,Mutual funds; other Treasury securities, excluding Treasury bills (includes all Treasury securities before 2010:Q4); asset,Closed-end funds; Treasury securities; asset,Exchange-traded funds; Treasury securities; asset,Government-sponsored enterprises; Treasury securities; asset,Issuers of asset-backed securities; Treasury securities; asset,Security brokers and dealers; Treasury securities (net); asset,Holding companies; Treasury securities; asset,Other financial business; Treasury securities; asset,Rest of the world; Treasury securities; asset,Rest of the world; Treasury bills and certificates; asset,Rest of the world; other Treasury securities, excluding Treasury bills and certificates; asset
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,3528,1025,3206,-2181,0,2503,1463,0,0,1040,0,0,3528,1439,1463,-24,1844,0,66,0,66,-4448,-461,-3987,4333,74,-44,7,413,0,413,-1514,0,-1514,100,75,25,1040,1040,0,184,0,0,0,39,0,39,15,0,-3,0,-117,0,0,100,0,100
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,227,-809,-22955,22146,0,1036,252,0,0,784,0,0,227,-756,252,-1008,3173,0,509,0,509,1840,-7526,9366,-5513,62,-27,8,427,0,427,-1812,0,-1812,45,34,11,784,784,0,241,0,0,0,25,0,25,15,0,-77,0,-117,0,0,1400,0,1400
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,409,170,28180,-28010,0,239,-471,0,0,710,0,0,409,-1074,-471,-603,783,0,480,0,480,2879,9615,-6736,-1414,75,-42,10,164,0,164,-2452,0,-2452,100,75,25,710,710,0,420,0,0,0,0,0,0,10,0,55,0,-273,0,0,-22,0,-22
1952:Q1,11496,10780,-4952,15732,0,716,0,0,0,716,0,0,11496,3828,0,3828,-3164,0,1392,0,1392,-992,-5532,4540,9824,124,0,8,112,0,112,-864,0,-864,168,124,44,716,716,0,608,0,0,0,32,0,32,12,0,548,0,-488,0,0,-368,0,-368
1952:Q2,2652,2188,-1200,3388,0,464,-284,0,0,748,0,0,2652,5680,-284,5964,-4908,0,1840,0,1840,-388,1568,-1956,-2536,152,28,4,-388,0,-388,-1820,0,-1820,-16,-12,-4,748,748,0,312,0,0,0,16,0,16,16,0,-276,0,3720,0,0,468,0,468
1952:Q3,3856,1864,-2688,4552,0,1992,64,0,0,1928,0,0,3856,-960,64,-1024,1532,0,312,0,312,2900,2748,152,-1728,-184,32,4,1380,0,1380,368,0,368,-60,-44,-16,1928,1928,0,660,0,0,0,12,0,12,16,0,-52,0,-3764,0,0,1460,0,1460
1952:Q4,5764,4736,-26180,30916,0,1028,588,0,0,440,0,0,5764,-696,588,-1284,2516,0,1280,0,1280,200,-28604,28804,796,80,16,8,324,0,324,-812,0,-812,44,32,12,440,440,0,244,0,0,0,-56,0,-56,16,0,48,0,2116,0,0,-800,0,-800
1953:Q1,4160,2204,-13020,15224,0,1956,1392,0,0,564,0,0,4160,-1204,1392,-2596,2068,0,1152,0,1152,1464,-908,2372,432,-120,0,4,412,0,412,-528,0,-528,136,104,32,564,564,0,364,0,0,0,40,0,40,16,0,800,0,-2004,0,0,564,0,564
1953:Q2,4816,5392,1564,3828,0,-576,-1052,0,0,476,0,0,4816,16684,-1052,17736,-6840,0,648,0,648,2116,3648,-1532,-9288,32,-8,4,28,0,28,-120,0,-120,216,160,56,476,476,0,760,0,0,0,-24,0,-24,12,0,-484,0,-252,0,0,856,0,856
1953:Q3,17140,16412,41264,-24852,0,728,20,0,0,708,0,0,17140,-6312,20,-6332,7112,0,504,0,504,2096,5488,-3392,10104,-28,-12,4,292,0,292,-412,0,-412,212,160,52,708,708,0,700,0,0,0,28,0,28,16,0,72,0,1124,0,0,932,0,932
1953:Q4,-2424,-3228,80,-3308,0,804,432,0,0,372,0,0,-2424,-6572,432,-7004,4032,0,912,0,912,-544,2472,-3016,-1252,76,-12,12,272,0,272,-632,0,-632,64,48,16,372,372,0,120,0,0,0,-48,0,-48,16,0,-12,0,856,0,0,-84,0,-84
1954:Q1,-2396,-2992,-22028,19036,0,596,200,0,0,396,0,0,-2396,1012,200,812,-5412,0,240,0,240,320,-1804,2124,-760,-48,8,8,-156,0,-156,-436,0,-436,64,48,16,396,396,0,732,0,0,0,76,0,76,16,0,1248,0,-788,0,0,1084,0,1084
1954:Q2,3756,2904,-9880,12784,0,852,496,0,0,356,0,0,3756,5344,496,4848,-12052,0,256,0,256,696,3816,-3120,8484,68,20,8,28,0,28,-1284,0,-1284,-32,-24,-8,356,356,0,764,0,0,0,-44,0,-44,12,0,-116,0,1704,0,0,-456,0,-456
1954:Q3,4176,3124,-904,4028,0,1052,632,0,0,420,0,0,4176,-11596,632,-12228,5968,0,688,0,688,-2996,-3068,72,11364,36,20,8,256,0,256,-1044,0,-1044,12,8,4,420,420,0,304,0,0,0,24,0,24,16,0,96,0,-780,0,0,1380,0,1380
1954:Q4,5388,3836,41080,-37244,0,1552,1052,0,0,500,0,0,5388,-2564,1052,-3616,4628,0,604,0,604,264,31600,-31336,1768,164,8,8,320,0,320,-272,0,-272,112,84,28,500,500,0,292,0,0,0,44,0,44,16,0,-188,0,-32,0,0,-284,0,-284
1955:Q1,-3108,-4156,-42948,38792,0,1048,796,0,0,252,0,0,-3108,6120,796,5324,80,0,756,0,756,-736,-20824,20088,-8904,-136,-8,12,-460,0,-460,264,0,264,240,180,60,252,252,0,220,0,0,0,-8,0,-8,20,0,532,0,-1376,0,0,24,0,24
1955:Q2,1688,1132,-15508,16640,0,556,76,0,0,480,0,0,1688,11360,76,11284,-3020,0,1080,0,1080,-1628,-6948,5320,-6440,76,-24,16,-232,0,-232,-200,0,-200,416,312,104,480,480,0,160,0,0,0,108,0,108,20,0,-452,0,-376,0,0,344,0,344
1955:Q3,1368,-164,-13972,13808,0,1532,-24,0,0,1556,0,0,1368,-2764,-24,-2740,7324,0,1208,0,1208,176,-22316,22492,-7464,-56,-24,16,324,0,324,312,0,312,388,292,96,1556,1556,0,352,0,0,0,216,0,216,20,0,-928,0,-40,0,0,752,0,752
1955:Q4,2488,1816,32788,-30972,0,672,204,0,0,468,0,0,2488,-3692,204,-3896,10648,0,1544,0,1544,200,15588,-15388,-6424,16,-16,16,-180,0,-180,-2352,0,-2352,144,108,36,468,468,0,400,0,0,0,88,0,88,20,0,1196,0,184,0,0,228,0,228
1956:Q1,-3984,-5000,14072,-19072,0,1016,672,0,0,344,0,0,-3984,6040,672,5368,-9612,0,1048,0,1048,608,16832,-16224,-2648,-48,4,16,-664,0,-664,-1996,0,-1996,-92,-68,-24,344,344,0,852,0,0,0,-68,0,-68,20,0,1280,0,-612,0,0,1544,0,1544
1956:Q2,-15108,-15060,-17844,2784,0,-48,-308,0,0,260,0,0,-15108,8716,-308,9024,-12844,0,1332,0,1332,-588,500,-1088,-11176,112,20,16,-604,0,-604,-492,0,-492,-216,-164,-52,260,260,0,96,0,0,0,-68,0,-68,20,0,44,0,44,0,0,220,0,220
1956:Q3,-2308,-4648,12876,-17524,0,2340,-328,0,0,2668,0,0,-2308,-5108,-328,-4780,-368,0,992,0,992,-724,-492,-232,-260,108,20,16,-112,0,-112,-480,0,-480,-312,-232,-80,2668,2668,0,104,0,0,0,176,0,176,20,0,-40,0,-32,0,0,1024,0,1024
1956:Q4,2268,2500,15488,-12988,0,-232,-412,0,0,180,0,0,2268,-4120,-412,-3708,4572,0,836,0,836,1580,4080,-2500,1652,40,16,12,8,0,8,-1116,0,-1116,-264,-200,-64,180,180,0,60,0,0,0,44,0,44,20,0,-124,0,516,0,0,-1644,0,-1644
1957:Q1,5104,6872,1972,4900,0,-1768,-2332,0,0,364,0,200,5104,1628,-2332,3960,-2208,0,116,0,116,-2752,-3948,1196,8968,-136,12,16,-508,0,-508,-308,0,-308,-296,-220,-76,364,364,0,468,0,0,0,16,0,16,24,0,464,0,-520,0,0,-244,0,-244
1957:Q2,-16572,-14772,-3208,-11564,0,-1800,-1848,0,0,48,0,0,-16572,9844,-1848,11692,-7756,0,-44,0,-44,-1464,-184,-1280,-15604,68,8,16,-428,0,-428,-520,0,-520,-292,-220,-72,48,48,0,212,0,0,0,48,0,48,24,0,-292,0,-104,0,0,-336,0,-336
1957:Q3,9228,10408,71100,-60692,0,-1180,-1952,0,0,772,0,0,9228,-2972,-1952,-1020,2184,0,-556,0,-556,224,35560,-35336,11232,-48,8,16,56,0,56,-236,0,-236,-276,-208,-68,772,772,0,132,0,0,0,-4,0,-4,24,0,-528,0,544,0,0,-1344,0,-1344
1957:Q4,-6632,-5684,-1028,-4656,0,-948,-1504,0,0,556,0,0,-6632,-3372,-1504,-1868,3264,0,-828,0,-828,428,1628,-1200,-7364,-8,12,12,172,0,172,-1040,0,-1040,-296,-220,-76,556,556,0,-356,0,0,0,-56,0,-56,28,0,24,0,904,0,0,1288,0,1288
1958:Q1,5128,3812,-27644,31456,0,1316,-320,0,0,1036,0,600,5128,-3652,-320,-3332,-4780,0,-1336,0,-1336,2572,-316,2888,12484,-56,20,16,-928,0,-928,232,0,232,-200,-152,-48,1036,1036,0,184,0,0,0,148,0,148,28,0,2396,0,-468,0,0,-2568,0,-2568
1958:Q2,19588,20144,3304,16840,0,-556,-484,0,0,68,0,-140,19588,11224,-484,11708,-8216,0,276,0,276,6420,7240,-820,10428,112,28,16,-352,0,-352,-48,0,-48,84,64,20,68,68,0,-616,0,0,0,348,0,348,28,0,-444,0,2140,0,0,-1908,0,-1908
1958:Q3,-4656,-5860,23440,-29300,0,1204,-656,0,0,1860,0,0,-4656,-17088,-656,-16432,3340,0,304,0,304,-2240,-628,-1612,7872,-76,24,16,420,0,420,880,0,880,-4,-4,0,1860,1860,0,40,0,0,0,-180,0,-180,32,0,-536,0,-2672,0,0,3352,0,3352
1958:Q4,19056,18916,19704,-788,0,140,-632,0,0,772,0,0,19056,-1960,-632,-1328,11668,0,624,0,624,3380,-6368,9748,1480,112,4,12,696,0,696,-448,0,-448,80,60,20,772,772,0,244,0,0,0,180,0,180,28,0,-980,0,1620,0,0,1544,0,1544
1959:Q1,10312,10268,2048,8220,0,44,-944,0,0,988,0,0,10312,3144,-944,4088,4752,0,884,0,884,1340,-3016,4356,-3308,12,-4,12,-316,0,-316,116,0,116,100,76,24,988,988,0,324,0,0,0,124,0,124,80,0,820,0,-784,0,0,2028,0,2028
1959:Q2,8740,10448,-3056,13504,0,-1708,-1728,0,0,20,0,0,8740,7772,-1728,9500,3296,0,1268,0,1268,320,2112,-1792,-10952,20,-24,8,-16,0,-16,64,0,64,188,140,48,20,20,0,96,0,0,0,0,0,0,80,0,-516,0,-532,0,0,7648,0,7648
1959:Q3,10192,10480,-33556,44036,0,-288,-2196,0,0,1908,0,0,10192,-2644,-2196,-448,8828,0,840,0,840,2100,-30420,32520,-7904,20,-24,8,480,0,480,-180,0,-180,256,192,64,1908,1908,0,896,0,0,0,340,0,340,84,0,-44,0,504,0,0,4724,0,4724
1959:Q4,3316,5012,7364,-2352,0,-1696,-2316,0,0,620,0,0,3316,3760,-2316,6076,5240,0,1868,0,1868,-2344,176,-2520,-9140,12,-24,12,600,0,600,-1260,0,-1260,128,96,32,620,620,0,448,0,0,0,156,0,156,92,0,140,0,108,0,0,2900,0,2900
1960:Q1,-4876,-5116,-27684,22568,0,240,-684,0,0,924,0,0,-4876,12116,-684,12800,-6540,0,1432,0,1432,-1472,-13372,11900,-11424,-12,8,8,-376,0,-376,-160,0,-160,-328,-244,-84,924,924,0,804,0,0,0,196,0,196,104,0,816,0,-1080,0,0,108,0,108
1960:Q2,-2692,-2740,-5304,2564,0,48,-500,0,0,972,0,-424,-2692,3728,-500,4228,-6956,0,1244,0,1244,2436,4832,-2396,-2172,-16,24,8,-380,0,-380,-1016,0,-1016,-320,-240,-80,972,972,0,244,0,0,0,40,0,40,128,0,-476,0,184,0,0,-364,0,-364
1960:Q3,1832,940,43468,-42528,0,892,-128,0,0,1056,0,-36,1832,-8724,-128,-8596,-7204,0,1056,0,1056,1160,23344,-22184,12748,-16,28,8,8,0,8,12,0,12,-196,-148,-48,1056,1056,0,-284,0,0,0,-28,0,-28,120,0,52,0,1504,0,0,532,0,532
1960:Q4,728,-276,-16176,15900,0,1004,252,0,0,752,0,0,728,-4680,252,-4932,-2776,0,-144,0,-144,-612,-19416,18804,5572,-32,20,16,28,0,28,-600,0,-600,-16,-12,-4,752,752,0,232,0,0,0,44,0,44,96,0,176,0,1764,0,0,888,0,888
1961:Q1,172,-2248,-39496,37248,0,2420,1056,0,0,900,0,464,172,-4944,1056,-6000,-2108,0,-632,0,-632,1608,-16940,18548,6140,192,12,16,-828,0,-828,464,0,464,12,8,4,900,900,0,576,0,0,0,-320,0,-320,8,0,1052,0,-1912,0,0,-64,0,-64
1961:Q2,8032,6812,8188,-1376,0,1220,556,0,0,1128,0,-464,8032,2188,556,1632,-2356,0,1460,0,1460,92,6504,-6412,7992,192,8,20,-484,0,-484,-540,0,-540,88,68,20,1128,1128,0,68,0,0,0,-112,0,-112,-24,0,-196,0,-104,0,0,-1388,0,-1388
1961:Q3,16708,14580,-10452,25032,0,2128,732,0,0,992,0,404,16708,808,732,76,-5392,0,-624,0,-624,700,-19040,19740,16328,308,4,20,352,0,352,80,0,80,8,4,4,992,992,0,-28,0,0,0,152,0,152,-36,0,-292,0,984,0,0,2344,0,2344
1961:Q4,5388,4280,6020,-1740,0,1108,868,0,0,644,0,-404,5388,948,868,80,3232,0,848,0,848,4552,1088,3464,-5912,-576,0,24,608,0,608,-1176,0,-1176,-24,-16,-8,644,644,0,-260,0,0,0,556,0,556,-24,0,-864,0,2168,0,0,644,0,644
1962:Q1,9188,7252,29840,-22588,0,1936,628,0,0,1004,0,304,9188,-1292,628,-1920,484,0,-104,0,-104,3312,12376,-9064,2672,584,8,20,-332,0,-332,692,0,692,-16,-12,-4,1004,1004,0,900,0,0,0,-144,0,-144,-32,0,2132,0,-652,0,0,-48,0,-48
1962:Q2,6016,4796,-3320,8116,0,1220,248,0,0,1180,0,-208,6016,7628,248,7380,-4624,0,976,0,976,812,1956,-1144,-212,580,8,16,-244,0,-244,-112,0,-112,152,112,40,1180,1180,0,200,0,0,0,-564,0,-564,-48,0,-1432,0,-80,0,0,1780,0,1780
1962:Q3,-108,-1520,18008,-19528,0,1412,612,0,0,812,0,-12,-108,896,612,284,-5664,0,1444,0,1444,-788,13860,-14648,-1108,-536,12,20,248,0,248,208,0,208,260,196,64,812,812,0,200,0,0,0,1112,0,1112,-32,0,112,0,96,0,0,2600,0,2600
1962:Q4,13164,11664,43500,-31836,0,1500,604,0,0,976,0,-80,13164,-136,604,-740,2648,0,2304,0,2304,3688,14852,-11164,-676,-748,20,24,652,0,652,-644,0,-644,304,228,76,976,976,0,-100,0,0,0,-208,0,-208,16,0,680,0,3320,0,0,1044,0,1044
