date,Federal government; Treasury securities; liability,Federal government; marketable Treasury securities; liability,Federal government; Treasury bills; liability,Federal government; other marketable Treasury securities; liability,Federal government; long-term marketable Treasury securities issued to the Civil Service Retirement Fund through the Federal Financing Bank; liability,Federal government; nonmarketable Treasury securities; liability,Federal government; U.S. savings securities; liability,State and local governments; State and local government series securities (SLGS); asset,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,Other financial business; nonmarketable Treasury securities held by Federal Reserve credit facility LLCs; asset,Federal government; other nonmarketable Treasury securities; liability,All sectors; Treasury securities; asset,Households and nonprofit organizations; Treasury securities; asset,Federal government; U.S. savings securities; liability,Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset,Nonfinancial corporate business; Treasury securities; asset,Nonfinancial noncorporate business; total U.S. government securities; asset,State and local governments; Treasury securities, including SLGS; asset,State and local governments; State and local government series securities (SLGS); asset,State and local governments; Treasury securities, excluding SLGS; asset,Monetary authority; total Treasury securities; asset,Monetary authority; Treasury bills; asset,Monetary authority; other Treasury securities, excluding Treasury bills; asset,U.S.-chartered depository institutions; Treasury securities; asset,Foreign banking offices in the U.S.; Treasury securities; asset,Banks in U.S.-affiliated areas; Treasury securities; asset,Credit unions; Treasury securities; asset,Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; Treasury bills, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; other Treasury securities, including those held by U.S. residual market reinsurers, excluding Treasury bills; asset,Life insurance companies; Treasury securities; asset,Life insurance companies; Treasury bills, including those held by U.S. captive reinsurers; asset,Life insurance companies; other Treasury securities, including those held by U.S. captive reinsurers, excluding Treasury bills; asset,Private pension funds; Treasury securities; asset,Private defined benefit pension funds; Treasury securities; asset,Private defined contribution pension funds; Treasury securities; asset,Federal government retirement funds; Treasury securities; asset,Federal government defined benefit retirement funds; Treasury securities; asset,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,State and local government employee defined benefit retirement funds; Treasury securities; asset,Money market funds; Treasury securities; asset,Money market funds; Treasury bills; asset,Money market funds; Other Treasury securities, excluding Treasury bills; asset,Mutual funds; Treasury securities; asset (market value),Mutual funds; Treasury bills; asset,Mutual funds; other Treasury securities, excluding Treasury bills (includes all Treasury securities before 2010:Q4); asset,Closed-end funds; Treasury securities; asset,Exchange-traded funds; Treasury securities; asset,Government-sponsored enterprises; Treasury securities; asset,Issuers of asset-backed securities; Treasury securities; asset,Security brokers and dealers; Treasury securities (net); asset,Holding companies; Treasury securities; asset,Other financial business; Treasury securities; asset,Rest of the world; Treasury securities; asset,Rest of the world; Treasury bills and certificates; asset,Rest of the world; other Treasury securities, excluding Treasury bills and certificates; asset
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,-22876,-24462,-8172,-16290,0,1586,1216,0,0,370,0,0,-22876,-1390,1216,-2606,-5729,0,-352,0,-352,-912,1046,-1958,-15158,-44,-65,0,594,0,594,1046,0,1046,49,37,12,370,370,0,152,0,0,0,-5,0,-5,1,0,5,0,-964,0,0,-474,0,-474
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,-6371,-9279,-10664,1385,0,2908,2085,0,0,823,0,0,-6371,-62,2085,-2147,-488,0,711,0,711,-791,-4011,3220,-5636,-24,-96,15,591,0,591,-1595,0,-1595,51,38,13,823,823,0,189,0,0,0,12,0,12,15,0,-31,0,-655,0,0,600,0,600
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,-5733,-8157,2393,-10550,0,2424,1601,0,0,823,0,0,-5733,752,1601,-849,562,0,387,0,387,774,-6665,7439,-7366,23,-73,10,528,0,528,-3228,0,-3228,49,37,12,823,823,0,213,0,0,0,22,0,22,5,0,128,0,558,0,0,100,0,100
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
