date,Money market funds; total financial assets,Households and nonprofit organizations; money market fund shares; asset,Nonfinancial corporate business; money market fund shares; asset,Nonfinancial noncorporate business; money market fund shares; asset,State and local governments; money market fund shares; asset,Property-casualty insurance companies; money market fund shares, including those held by U.S. residual market reinsurers; asset,Life insurance companies; money market fund shares; asset,Private pension funds; money market fund shares; asset,State and local government employee retirement funds; money market fund shares; asset,Mutual funds; money market fund shares; asset,Exchange-traded funds; money market fund shares; asset,Other financial business; money market fund shares; asset,Rest of the world; U.S. money market fund shares; asset
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1952:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1952:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1952:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1952:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1953:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1953:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1953:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1953:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1954:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1954:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1954:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1954:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1955:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1955:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1955:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1955:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1956:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1956:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1956:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1956:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1957:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1957:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1957:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1957:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1958:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1959:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1960:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1961:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1962:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1964:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1965:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1965:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1965:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1965:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1966:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1966:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1966:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1966:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1967:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1967:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1967:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1967:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1968:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1968:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1968:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1968:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1969:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1969:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1969:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1969:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1970:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1970:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1970:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1970:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0
1974:Q1,263,263,0,0,0,0,0,0,0,0,0,0,0
1974:Q2,570,570,0,0,0,0,0,0,0,0,0,0,0
1974:Q3,1386,1386,0,0,0,0,0,0,0,0,0,0,0
1974:Q4,2379,2379,0,0,0,0,0,0,0,0,0,0,0
1975:Q1,3620,3620,0,0,0,0,0,0,0,0,0,0,0
1975:Q2,3661,3661,0,0,0,0,0,0,0,0,0,0,0
1975:Q3,3708,3708,0,0,0,0,0,0,0,0,0,0,0
1975:Q4,3645,3645,0,0,0,0,0,0,0,0,0,0,0
1976:Q1,3712,3557,0,0,0,0,155,0,0,0,0,0,0
1976:Q2,3430,3341,0,0,0,0,89,0,0,0,0,0,0
1976:Q3,3421,3322,0,0,0,0,99,0,0,0,0,0,0
1976:Q4,3404,3099,0,0,0,0,305,0,0,0,0,0,0
1977:Q1,3460,2939,31,0,0,0,490,0,0,0,0,0,0
1977:Q2,3443,3017,74,0,0,0,329,23,0,0,0,0,0
1977:Q3,3463,2956,130,0,0,0,324,53,0,0,0,0,0
1977:Q4,3887,3197,200,0,0,0,396,94,0,0,0,0,0
1978:Q1,5620,4734,255,0,0,0,481,150,0,0,0,0,0
1978:Q2,6959,6050,268,0,0,0,429,212,0,0,0,0,0
1978:Q3,8407,7215,349,0,0,0,571,272,0,0,0,0,0
1978:Q4,10808,8928,610,0,0,0,911,359,0,0,0,0,0
1979:Q1,18020,15693,1028,0,0,0,799,500,0,0,0,0,0
1979:Q2,25915,22681,1581,0,0,0,965,688,0,0,0,0,0
1979:Q3,34194,29822,2246,0,0,0,1213,913,0,0,0,0,0
1979:Q4,45214,39459,3000,0,0,0,1573,1182,0,0,0,0,0
1980:Q1,61292,54525,3757,0,0,0,1510,1500,0,0,0,0,0
1980:Q2,77827,69928,4432,0,0,0,1622,1845,0,0,0,0,0
1980:Q3,79901,70003,5389,0,0,0,2314,2195,0,0,0,0,0
1980:Q4,76415,64366,6993,0,0,0,2423,2633,0,0,0,0,0
1981:Q1,114223,98522,9437,0,0,0,3020,3244,0,0,0,0,0
1981:Q2,129871,108564,12915,0,0,5,4253,4134,0,0,0,0,0
1981:Q3,164470,137398,16288,0,0,20,5351,5413,0,0,0,0,0
1981:Q4,186305,154610,18416,0,0,42,6673,6564,0,0,0,0,0
1982:Q1,198732,164885,19547,0,0,84,7186,7030,0,0,0,0,0
1982:Q2,209680,175381,19930,0,0,216,8123,6030,0,0,0,0,0
1982:Q3,235246,201364,19711,0,0,489,8611,5071,0,0,0,0,0
1982:Q4,219928,186712,19031,0,0,1678,7819,4688,0,0,0,0,0
1983:Q1,197336,164329,17526,0,0,2517,8087,4877,0,0,0,0,0
1983:Q2,180893,150654,14825,0,0,3219,6967,5228,0,0,0,0,0
1983:Q3,179590,150913,12259,0,0,4530,6286,5602,0,0,0,0,0
1983:Q4,179467,149944,11153,0,0,6246,6195,5929,0,0,0,0,0
1984:Q1,195074,163904,11509,0,0,6904,6566,6191,0,0,0,0,0
1984:Q2,200096,166718,13318,0,0,6987,6685,6388,0,0,0,0,0
1984:Q3,205269,167650,15272,0,0,7574,8003,6770,0,0,0,0,0
1984:Q4,233554,194318,16062,0,0,7675,8561,6938,0,0,0,0,0
1985:Q1,241000,201589,15820,0,0,7717,8445,7429,0,0,0,0,0
1985:Q2,247095,207124,14675,0,0,8405,8876,8015,0,0,0,0,0
1985:Q3,243416,203542,14413,0,0,8700,8522,8239,0,0,0,0,0
1985:Q4,243803,206063,14516,0,0,6059,6651,9087,1427,0,0,0,0
1986:Q1,266529,223253,16069,3122,0,6067,7007,9517,1494,0,0,0,0
1986:Q2,278099,234247,16952,3182,0,5871,6940,9427,1480,0,0,0,0
1986:Q3,296048,250254,18216,3208,0,5705,6972,10106,1587,0,0,0,0
1986:Q4,292152,246652,18117,3227,0,5188,6253,10990,1725,0,0,0,0
1987:Q1,304475,258846,18826,3220,0,5262,5370,11194,1757,0,0,0,0
1987:Q2,301489,256795,18518,3166,0,4629,4488,12008,1885,0,0,0,0
1987:Q3,306182,262175,18611,3117,0,4126,3879,12337,1937,0,0,0,0
1987:Q4,316096,272141,18940,3118,0,3912,3138,12832,2015,0,0,0,0
1988:Q1,344684,296133,19578,3875,0,5432,4104,13450,2112,0,0,0,0
1988:Q2,327808,278076,17533,4558,0,6072,4476,14631,2462,0,0,0,0
1988:Q3,327157,275807,16336,4948,0,7110,5180,15113,2663,0,0,0,0
1988:Q4,338862,285064,15649,5310,0,8621,6144,15263,2811,0,0,0,0
1989:Q1,365061,310778,16461,5567,0,7831,5287,16048,3089,0,0,0,0
1989:Q2,385856,332092,16718,5455,0,6890,4131,17220,3350,0,0,0,0
1989:Q3,416782,364163,17033,5344,0,5841,3276,17420,3509,0,0,0,196
1989:Q4,430007,378599,16224,5775,0,1343,5192,18678,3805,0,0,0,391
1990:Q1,465696,405408,19781,6185,0,3055,6982,19649,4049,0,0,0,587
1990:Q2,455295,390937,21192,6378,0,4688,8291,18997,4029,0,0,0,783
1990:Q3,486898,413995,24301,6808,0,7164,10806,18694,4152,0,0,0,978
1990:Q4,501268,420793,26329,6665,0,9841,12974,19150,4342,0,0,0,1174
1991:Q1,555411,468104,30192,6353,0,10638,14967,18268,3773,0,0,1747,1369
1991:Q2,535657,446878,30081,6784,0,10085,15098,18785,3851,0,0,2530,1565
1991:Q3,536008,442742,31041,7076,0,9559,14758,20128,4112,0,0,4831,1761
1991:Q4,542441,445494,32331,7402,0,9428,14429,19840,4134,0,0,7427,1956
1992:Q1,574836,467341,37900,8456,0,9690,14766,19944,4129,0,0,10458,2152
1992:Q2,559738,448536,40597,8946,0,10340,14510,20012,4151,0,0,10298,2348
1992:Q3,556864,439888,44253,9163,0,11026,14426,20744,4290,0,0,10531,2543
1992:Q4,546194,424952,47346,9727,0,11393,14118,20909,4375,0,0,10635,2739
1993:Q1,559524,433407,47510,9449,26,11476,13675,23125,4772,0,0,13149,2935
1993:Q2,552412,424119,45896,10019,53,11309,13658,25182,5115,0,0,13931,3130
1993:Q3,550522,420899,44699,10727,105,11109,13927,25370,5182,0,0,15178,3326
1993:Q4,565319,430286,44812,10865,158,11095,14038,27473,5487,0,0,17584,3521
1994:Q1,582288,443819,47195,11153,211,10850,15439,29978,5909,0,0,14017,3717
1994:Q2,576632,437726,47676,13097,316,10675,16140,31613,6205,0,0,9271,3913
1994:Q3,586195,447532,49330,13326,421,10500,16371,31907,6262,0,0,6438,4108
1994:Q4,611005,468051,52209,15108,527,10297,16843,32903,6450,0,0,4313,4304
1995:Q1,641874,488421,57503,15123,597,11007,16510,33791,6651,0,0,7779,4492
1995:Q2,686673,517225,64388,16149,792,11717,17391,36321,7097,0,0,10913,4680
1995:Q3,710873,530516,69660,16374,835,12427,17652,37509,7280,0,0,13752,4868
1995:Q4,753018,556982,76969,17035,960,13137,17990,39385,7562,0,0,17942,5056
1996:Q1,824202,609954,84858,16764,1011,13847,18692,42285,8027,0,0,23520,5244
1996:Q2,817748,599424,84764,17816,1004,11832,19312,44041,8281,0,0,25843,5431
1996:Q3,852063,621546,88884,18095,1020,12881,19970,46749,8788,0,0,28511,5619
1996:Q4,901807,652572,94627,19237,1083,12404,21716,50847,10569,0,0,32945,5807
1997:Q1,965433,693981,103040,20334,1180,13334,22850,55669,11690,0,0,37360,5995
1997:Q2,963700,685712,104608,20951,1234,12792,22590,58111,12353,0,0,39166,6183
1997:Q3,1015127,714233,112057,22014,1328,13125,21958,65500,13769,0,0,44772,6371
1997:Q4,1058885,744849,118834,22906,1407,12328,22190,64462,13911,0,0,51439,6559
1998:Q1,1142406,806597,130272,24672,1484,12666,22634,65068,14333,0,0,57933,6747
1998:Q2,1168511,821838,135402,27531,1704,12989,24528,65607,14792,0,0,57185,6935
1998:Q3,1266902,894009,149180,29656,1861,14752,28469,66380,15564,0,0,59908,7123
1998:Q4,1351678,954349,161719,32573,4201,14936,28062,67566,16141,0,0,64821,7310
1999:Q1,1438367,1012262,172938,34513,4298,15033,30585,71636,17191,0,0,72413,7498
1999:Q2,1420845,991575,171667,34727,4374,11440,31487,74451,17904,0,0,75534,7686
1999:Q3,1476728,1024374,179286,36037,4449,12104,36252,79597,19118,0,0,77637,7874
1999:Q4,1613146,1120484,196783,40708,4605,10096,37323,80143,19589,0,0,95353,8062
2000:Q1,1696149,1186131,204332,41187,4688,12393,35584,80428,19134,0,0,104022,8250
2000:Q2,1658250,1158353,197260,41462,4732,12573,34941,80441,19175,0,0,100079,9234
2000:Q3,1727378,1207534,202859,44994,4811,12759,35216,83354,19734,0,0,105900,10217
2000:Q4,1845248,1295928,213914,49393,4847,13646,37867,84218,19833,0,0,114401,11201
2001:Q1,2035459,1429578,246450,52366,4903,9992,44194,80667,21064,0,0,134060,12185
2001:Q2,2052455,1426440,259403,53986,5026,9610,41839,80473,21812,0,0,140698,13168
2001:Q3,2161638,1492368,285024,55664,5026,11382,49696,80084,22842,0,0,145400,14152
2001:Q4,2285310,1567428,314064,58981,5140,10613,47551,78527,23483,0,0,164387,15136
2002:Q1,2247857,1536693,310972,58231,5167,9982,49157,79647,23545,0,0,158344,16119
2002:Q2,2190769,1485487,305105,59241,5191,10161,51917,84686,72281,0,0,99598,17103
2002:Q3,2158164,1457111,302591,57595,5189,13441,56643,87802,69663,0,0,91448,16681
2002:Q4,2265075,1530305,319714,61325,5282,15633,53160,87945,77416,0,0,98036,16259
2003:Q1,2198864,1482264,311854,61898,5279,14076,55378,86769,81755,0,0,83755,15836
2003:Q2,2157611,1451615,307481,62471,5442,15343,51302,87061,62294,0,0,99188,15414
2003:Q3,2090350,1401333,299347,63045,5634,15078,52152,87404,51251,0,0,97989,17117
2003:Q4,2040021,1364121,293559,63618,6060,14691,41838,87431,58391,0,0,91492,18820
2004:Q1,1992608,1323820,295004,64236,6382,13770,44717,87323,68604,0,0,68229,20523
2004:Q2,1941873,1280612,295646,65004,6330,12489,46799,87535,46503,0,0,78729,22226
2004:Q3,1892172,1238347,296208,65772,7005,13595,50155,87802,50842,0,0,59896,22550
2004:Q4,1901700,1240100,305966,66541,6630,13837,44796,87985,46198,0,0,66773,22874
2005:Q1,1865022,1197229,307646,67152,6771,13984,48057,88368,47307,0,0,65310,23198
2005:Q2,1853916,1173209,313360,67763,7300,13361,43851,88711,50785,0,0,72054,23522
2005:Q3,1901890,1190848,329218,68374,8146,13459,45282,89376,46358,0,0,87589,23240
2005:Q4,2026821,1261824,359020,68985,7671,13233,40942,90123,53180,0,0,108885,22958
2006:Q1,2033948,1263564,363225,69779,7891,12640,43520,144359,51817,0,0,54478,22675
2006:Q2,2094385,1302150,377091,70573,8328,11578,50723,145853,51261,0,0,54435,22393
2006:Q3,2195786,1369575,398615,71367,8946,12404,55671,147252,54229,0,0,53021,24706
2006:Q4,2338451,1465930,428003,72160,9757,13849,57891,148580,57794,0,0,57468,27019
2007:Q1,2417799,1516991,442716,72703,10627,16826,59289,150520,57853,0,0,60943,29331
2007:Q2,2514235,1579703,460558,73245,11623,17119,60878,152531,64620,0,0,62314,31644
2007:Q3,2830799,1794804,518735,73788,13742,18599,61884,154625,55538,0,0,100274,38810
2007:Q4,3085760,1967809,565641,74330,15701,21220,64790,156551,55038,0,0,118704,45976
2008:Q1,3442540,2187063,652124,74591,18273,26689,77729,158194,61271,0,0,133464,53142
2008:Q2,3377297,2113556,660757,74853,18684,27819,80212,159478,60012,0,0,121618,60308
2008:Q3,3420293,2113460,690980,75114,19713,27282,82759,160977,52993,0,0,132021,64994
2008:Q4,3832237,2284952,837975,75375,20639,33836,101777,163164,59978,0,0,184862,69679
2009:Q1,3813876,2283986,814330,74960,22438,34245,104519,161004,62110,0,0,181919,74365
2009:Q2,3653101,2191008,761126,74545,23314,30118,97348,158229,55511,0,0,182852,79050
2009:Q3,3425463,2053456,695931,74130,23572,29294,88922,155425,56560,0,0,170210,77963
2009:Q4,3315893,1962281,725069,73714,17858,30505,80106,152772,52180,0,0,144533,76875
2010:Q1,2983807,1753725,637096,74492,17554,26200,72793,150042,50234,0,0,125883,75788
2010:Q2,2813331,1649489,586159,75269,17954,25492,69243,147380,49465,0,0,118180,74700
2010:Q3,2796581,1645704,568165,76047,19244,28780,63937,144682,48250,0,0,129540,72232
2010:Q4,3034465,1790015,555140,76824,20679,26413,59699,141940,52748,93720,4764,142758,69765
2011:Q1,2970327,1738512,535697,77035,20427,28489,58003,146058,58136,108144,5080,127449,67297
2011:Q2,2934857,1712377,523446,77247,20429,26855,56757,150258,61192,112650,5207,123610,64829
2011:Q3,2876458,1684238,508102,77458,20293,24273,58250,154722,55476,101085,5385,117582,69594
2011:Q4,2941890,1711674,515830,77670,21074,20793,69032,158859,49147,118535,5520,119397,74359
2012:Q1,2862155,1648008,492186,78423,19688,18753,63488,154514,49732,139540,6156,112544,79123
2012:Q2,2785404,1598534,476564,79177,18652,19902,65832,150381,49070,136012,6075,101317,83888
2012:Q3,2858215,1645634,480953,79930,18399,23210,63455,146229,50831,149455,6745,102968,90406
2012:Q4,2996592,1749274,504912,80684,18864,23300,62572,142108,51692,136343,7690,122230,96923
2013:Q1,2922416,1672980,493518,81190,17986,22466,52091,145172,52199,163926,6715,110732,103441
2013:Q2,2901526,1637997,499451,81696,17745,19278,51894,148437,49192,173196,4765,107917,109958
2013:Q3,3004474,1665838,523947,82202,18136,19115,53919,151672,51905,208722,4211,116749,108058
2013:Q4,3047282,1680270,535492,82707,18053,21002,50936,154758,57536,221346,4166,114859,106157
2014:Q1,2995782,1676707,521153,83440,17011,18590,50034,155105,56132,197981,4186,111186,104257
2014:Q2,2920671,1615152,511125,84172,16128,19885,49021,155437,54041,201646,4070,107638,102356
2014:Q3,2968844,1647053,523187,84904,15930,20312,51494,155793,51963,196672,3881,113825,103830
2014:Q4,3072970,1676780,557351,85636,16352,19106,55269,156078,54593,211234,3847,131421,105303
2015:Q1,3002355,1642116,542656,86252,15744,19534,53404,155429,52262,206390,3878,117913,106777
2015:Q2,2957534,1621363,539736,86869,15484,20511,52495,154918,56439,191890,4649,104930,108250
2015:Q3,3015801,1690340,550128,87485,15603,21580,63639,154478,52846,169254,5003,97527,107918
2015:Q4,3078204,1723637,576361,88102,16161,22442,58089,153862,54010,159412,3925,114618,107585
2016:Q1,3064466,1700819,551850,88750,17636,19028,57453,155129,51090,165807,5155,144496,107253
2016:Q2,2969440,1632907,513195,89397,18615,16993,51058,156209,55649,156772,10802,160923,106920
2016:Q3,2943898,1600035,483875,90045,19889,17848,49042,157246,57574,166624,15581,186026,100113
2016:Q4,2955224,1580196,463847,90692,21562,15599,44640,158297,65117,187467,14721,219781,93305
2017:Q1,2926657,1535527,456235,92866,20899,16141,46262,158208,62566,220505,17286,213664,86498
2017:Q2,2892645,1516022,454731,95173,20522,16677,47070,158172,61375,212051,17940,213222,79690
2017:Q3,3029916,1576526,478521,97479,21271,17864,48810,158593,63187,243653,17975,219495,86542
2017:Q4,3120533,1653069,499476,99786,21868,19599,48249,158868,62123,217338,19551,227212,93394
2018:Q1,3067973,1622209,474336,100978,20618,21390,46559,158760,63482,228964,18752,211680,100245
2018:Q2,3092120,1659878,463443,102170,19992,26931,49068,158503,63412,224053,14109,203464,107097
2018:Q3,3143468,1659098,455314,103362,19484,23050,45166,158301,62584,266397,21904,219923,108885
2018:Q4,3289687,1823041,466114,104554,19778,22262,54957,158458,59742,204310,22980,242817,110674
2019:Q1,3482976,1947110,472618,105926,20660,21853,51980,163672,24177,261042,24123,277353,112462
2019:Q2,3600902,1908882,492222,107185,22146,25476,56608,169010,18844,373758,28477,284044,114250
2019:Q3,3834010,2150020,528718,108906,24464,25869,62027,174443,19370,290163,29205,301165,119660
2019:Q4,4002466,2270547,558303,110401,26537,24749,58570,179697,23646,278815,29513,316619,125069
2020:Q1,4727179,2476989,919642,113888,32362,24669,88369,195040,31311,278772,30206,405452,130479
2020:Q2,5087590,2781458,868882,118319,35326,32795,84625,203501,29754,294082,37536,465424,135888
2020:Q3,4846839,2771667,686789,119746,34324,30084,72950,212919,30677,258418,34618,465189,129458
2020:Q4,4765920,2675893,677856,119476,34458,34667,66472,219657,23949,270103,35208,480885,127296
2021:Q1,4979998,2885756,628618,120232,35768,38512,62488,221843,25945,293893,31601,502328,133014
2021:Q2,5015397,2932815,609698,120618,36077,32649,66650,227715,24338,286500,33433,510944,133960
2021:Q3,5019225,2849790,660535,121184,36119,41304,62315,233765,31698,308423,40392,499638,134062
2021:Q4,5205455,2944237,694268,121834,37834,40499,62979,237646,32077,320454,42078,532513,139036
