date,Money market funds; total financial assets,Money market funds; private foreign deposits; asset,Money market funds; total time and savings deposits; asset,Money market funds; security repurchase agreements; asset,Money market funds; debt securities; asset,Money market funds; open market paper; asset,Money market funds; Treasury securities; asset,Money market funds; agency- and GSE-backed securities; asset,Money market funds; municipal securities; asset,Money market funds; corporate and foreign bonds; asset,Money market funds; unidentified miscellaneous assets (net),Money market funds; total financial assets,Money market funds; constant NAV total financial assets,Money market funds; floating NAV total financial assets,Money market funds; total financial assets of government funds,Money market funds; total financial assets of prime funds,Money market funds; total financial assets of tax-exempt funds,Variable annuity money market funds; total financial assets
1970:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974:Q1,263,0,67,0,187,185,2,0,0,0,9,263,263,0,0,0,0,0
1974:Q2,307,0,143,0,171,168,3,0,0,0,-7,307,307,0,0,0,0,0
1974:Q3,816,0,576,0,240,225,15,0,0,0,0,816,816,0,0,0,0,0
1974:Q4,993,0,834,0,159,67,92,0,0,0,0,993,993,0,0,0,0,0
1975:Q1,1241,0,706,0,537,405,132,0,0,0,-2,1241,1241,0,0,0,0,0
1975:Q2,41,0,206,0,-215,-262,47,0,0,0,50,41,41,0,0,0,0,0
1975:Q3,47,0,-224,0,255,-50,305,0,0,0,16,47,47,0,0,0,0,0
1975:Q4,-63,0,-169,0,121,-210,331,0,0,0,-15,-63,-63,0,0,0,0,0
1976:Q1,67,0,-434,0,460,186,274,0,0,0,41,67,67,0,0,0,0,0
1976:Q2,-282,0,-36,0,-246,123,-369,0,0,0,0,-282,-282,0,0,0,0,0
1976:Q3,-9,0,-139,0,77,-65,142,0,0,0,53,-9,-9,0,0,0,0,0
1976:Q4,-17,0,-43,0,147,72,75,0,0,0,-121,-17,-17,0,0,0,0,0
1977:Q1,56,0,-32,0,-27,-20,-7,0,0,0,115,56,56,0,0,0,0,0
1977:Q2,-17,0,114,0,-141,103,-244,0,0,0,10,-17,-17,0,0,0,0,0
1977:Q3,20,0,-13,0,-54,-11,-43,0,0,0,87,20,20,0,0,0,0,0
1977:Q4,424,0,237,0,276,148,128,0,0,0,-89,424,424,0,0,0,0,0
1978:Q1,1733,0,865,0,678,441,237,0,0,0,190,1733,1733,0,0,0,0,0
1978:Q2,1339,0,457,0,944,799,-55,200,0,0,-62,1339,1339,0,0,0,0,0
1978:Q3,1448,0,980,0,474,379,-105,200,0,0,-6,1448,1448,0,0,0,0,0
1978:Q4,2401,0,363,0,1095,969,-74,200,0,0,943,2401,2401,0,0,0,0,0
1979:Q1,7212,1162,1609,409,4761,3360,801,600,0,0,-729,7212,7212,0,0,0,0,0
1979:Q2,7895,1136,1676,348,4606,3672,301,633,0,0,129,7895,7895,0,0,0,0,0
1979:Q3,8279,1558,2795,493,3275,2787,-764,1252,0,0,158,8279,8279,0,0,0,0,0
1979:Q4,11020,1253,1449,1162,7159,5827,397,935,0,0,-3,11020,11020,0,0,0,0,0
1980:Q1,16078,1207,2153,222,12573,6847,5383,-413,756,0,-77,16078,16078,0,0,0,0,0
1980:Q2,16535,740,2241,1087,11604,10169,-1732,2118,903,146,863,16535,16535,0,0,0,0,0
1980:Q3,2074,1601,2983,-813,-1362,-4053,2178,-326,810,29,-335,2074,2074,0,0,0,0,0
1980:Q4,-3486,-1888,1837,2735,-5913,-700,-3976,-645,-502,-90,-257,-3486,-3486,0,0,0,0,0
1981:Q1,37808,3985,8717,-650,27996,14683,11044,1591,712,-34,-2240,37808,37808,0,0,0,0,0
1981:Q2,15648,3420,2062,2557,5639,9107,-5495,1058,684,285,1970,15648,15648,0,0,0,0,0
1981:Q3,34599,2898,8458,2564,20763,15786,2396,2252,267,62,-84,34599,34599,0,0,0,0,0
1981:Q4,21835,1774,3925,4415,11043,-738,10100,715,765,201,678,21835,21835,0,0,0,0,0
1982:Q1,12427,3620,-2598,2756,9337,2666,4041,-481,2866,245,-688,12427,12427,0,0,0,0,0
1982:Q2,10948,738,3699,-547,6012,5154,-3158,3398,824,-206,1046,10948,10948,0,0,0,0,0
1982:Q3,25566,-385,5496,2168,17619,-3420,15819,1850,3541,-171,668,25566,25566,0,0,0,0,0
1982:Q4,-15318,940,-9859,-2682,-2904,-5687,4425,-3165,1695,-172,-813,-15318,-15318,0,0,0,0,0
1983:Q1,-22592,-4577,-10501,-2986,-3617,-7280,2227,-2213,3704,-55,-911,-22592,-22592,0,0,0,0,0
1983:Q2,-16443,462,-4228,-1188,-11472,4493,-16594,1332,-763,60,-17,-16443,-16443,0,0,0,0,0
1983:Q3,-1303,246,-1549,2749,-2481,2465,-6205,931,322,6,-268,-1303,-1303,0,0,0,0,0
1983:Q4,-123,2021,-534,-1770,-286,-2629,765,1353,334,-109,446,-123,-123,0,0,0,0,0
1984:Q1,15607,1863,-3389,4581,12619,9146,-3465,2354,4474,110,-67,15607,15607,0,0,0,0,0
1984:Q2,5022,-803,3768,-412,2151,4537,-4485,904,1173,22,318,5022,5022,0,0,0,0,0
1984:Q3,5173,680,-4693,3339,6100,5845,-1271,1440,48,38,-253,5173,5173,0,0,0,0,0
1984:Q4,28285,-2454,4151,2215,24489,12212,11777,-1111,1360,251,-116,28285,28285,0,0,0,0,0
1985:Q1,7446,-256,-2277,519,10457,-1449,714,643,10482,67,-997,7446,7446,0,0,0,0,0
1985:Q2,6095,-2359,-1548,-5308,13436,11814,-1376,2097,974,-73,1874,6095,6095,0,0,0,0,0
1985:Q3,-3679,401,-1115,3287,-5329,-7347,-2056,2259,1643,172,-923,-3679,-3679,0,0,0,0,0
1985:Q4,387,28,-1751,4796,-4468,-1872,1893,-3868,-623,2,1782,387,387,0,0,0,0,0
1986:Q1,22726,146,319,134,22287,2835,4668,-990,15981,-207,-160,22726,22726,0,0,0,0,0
1986:Q2,11570,2873,-228,5941,2546,7508,-6902,-2297,3867,370,438,11570,11570,0,0,0,0,0
1986:Q3,17949,582,2390,-1346,16298,8409,1591,370,5533,395,25,17949,17949,0,0,0,0,0
1986:Q4,-3896,-472,275,1345,-6152,-12641,4070,-75,2260,234,1108,-3896,-3896,0,0,0,0,0
1987:Q1,12323,4921,-299,4726,2412,4036,-9554,1543,6456,-69,563,12323,12323,0,0,0,0,0
1987:Q2,-2986,-3172,4876,837,-5303,-2735,1732,-809,-3520,29,-224,-2986,-2986,0,0,0,0,0
1987:Q3,4693,-1221,2764,2552,717,4998,-4977,2557,-1795,-66,-119,4693,4693,0,0,0,0,0
1987:Q4,9914,-1089,7313,-1006,4410,-326,-920,8565,-3411,502,286,9914,9914,0,0,0,0,0
1988:Q1,28588,488,2668,2138,20445,7197,543,2775,8688,1242,2849,28588,28588,0,0,0,0,0
1988:Q2,-16876,13,-2422,-814,-12237,2316,-1725,-7771,-4305,-752,-1416,-16876,-16876,0,0,0,0,362
1988:Q3,-651,383,2903,971,-6702,-2440,-2276,-1117,-701,-168,1794,-651,-651,0,0,0,0,274
1988:Q4,11705,7185,-3699,87,10025,11304,721,-2411,586,-175,-1893,11705,11705,0,0,0,0,273
1989:Q1,26199,-665,2838,5947,19580,20369,1175,-4373,2029,380,-1501,26199,26199,0,0,0,0,338
1989:Q2,20795,-6687,7098,5106,12557,11522,-1653,3268,-1297,717,2721,20795,20795,0,0,0,0,170
1989:Q3,30926,7058,1422,1610,17703,13515,1580,-828,2932,504,3133,30926,30926,0,0,0,0,280
1989:Q4,13225,-3026,-2001,489,19641,12874,2117,4500,313,-163,-1878,13225,13225,0,0,0,0,216
1990:Q1,35689,668,-6810,-1640,43236,17400,16514,1093,7827,402,235,35689,35689,0,0,0,0,316
1990:Q2,-10401,994,-5679,1876,-10844,-14290,-3374,6989,-1397,1228,3252,-10401,-10401,0,0,0,0,282
1990:Q3,31603,3766,-5937,11174,27618,19910,6017,1274,3023,-2606,-5018,31603,31603,0,0,0,0,1086
1990:Q4,14370,-4731,-2865,-7274,19969,-2085,11497,6849,4491,-783,9271,14370,14370,0,0,0,0,373
1991:Q1,54143,5867,6922,14905,39299,8443,20626,2466,7338,426,-12850,54143,54143,0,0,0,0,239
1991:Q2,-19754,-5701,3255,-1877,-21312,-4881,-10542,-3326,-3437,874,5881,-19754,-19754,0,0,0,0,88
1991:Q3,351,-3027,2548,1477,-821,-13298,9291,4769,-1175,-408,174,351,351,0,0,0,0,-263
1991:Q4,6433,-2358,606,-5306,14677,-5203,14808,209,3868,995,-1186,6433,6433,0,0,0,0,-217
1992:Q1,32395,-1382,376,12945,20917,10403,5242,-1443,6717,-2,-461,32395,32395,0,0,0,0,254
1992:Q2,-15098,-3638,-1666,168,-10695,-7776,-5160,4307,-3361,1295,733,-15098,-15098,0,0,0,0,-265
1992:Q3,-2874,4790,3317,-8064,-2507,-8587,213,7019,-1613,461,-410,-2874,-2874,0,0,0,0,-66
1992:Q4,-10670,-1019,-2551,-6205,-3592,-11643,-272,3903,3678,742,2697,-10670,-10670,0,0,0,0,-213
1993:Q1,13330,-1676,2317,6995,1692,1424,-1946,-4195,5247,1162,4002,13330,13330,0,0,0,0,-370
1993:Q2,-7112,380,-3742,-5012,-340,-3333,-1286,5515,-2644,1408,1602,-7112,-7112,0,0,0,0,-8
1993:Q3,-1890,-5249,-7410,8047,65,-12222,-1920,9794,2688,1725,2657,-1890,-1890,0,0,0,0,317
1993:Q4,14797,-3929,5942,-9771,18255,4407,5962,2391,4297,1198,4300,14797,14797,0,0,0,0,19
1994:Q1,16969,1374,-3457,6890,5771,2388,-11516,720,11891,2288,6391,16969,16969,0,0,0,0,1431
1994:Q2,-5656,-2498,1255,-1918,-64,10433,-9392,2632,-3714,-23,-2431,-5656,-5656,0,0,0,0,751
1994:Q3,9563,-387,5491,23,6369,3041,423,2677,-502,730,-1933,9563,9563,0,0,0,0,221
1994:Q4,24810,7448,-3463,-1882,21674,8992,7658,4219,185,620,1033,24810,24810,0,0,0,0,507
1995:Q1,30869,-781,10244,4193,21472,17820,142,-2320,5878,-48,-4259,30869,30869,0,0,0,0,-201
1995:Q2,44799,360,1218,8003,27615,20069,-9074,13428,1567,1625,7603,44799,44799,0,0,0,0,985
1995:Q3,24200,5910,14707,2646,-2379,-5632,5525,-6861,2486,2103,3316,24200,24200,0,0,0,0,249
1995:Q4,42145,-1453,-4937,4322,40073,16409,7091,9434,4397,2742,4140,42145,42145,0,0,0,0,306
1996:Q1,71184,1533,4286,8960,50090,12320,15935,5363,13345,3127,6315,71184,71184,0,0,0,0,723
1996:Q2,-6454,-7186,-1960,1675,-7,15513,-5055,-6607,-4312,454,1024,-6454,-6454,0,0,0,0,567
1996:Q3,34315,3568,13499,3264,15453,4380,3657,5795,1925,-304,-1469,34315,34315,0,0,0,0,836
1996:Q4,49744,5597,15254,2502,25332,7271,6222,6787,5857,-805,1059,49744,49744,0,0,0,0,998
1997:Q1,63626,-2423,17454,15995,27093,30646,-7867,-9555,11252,2617,5507,63626,63626,0,0,0,0,1479
1997:Q2,-1733,-490,6759,-5945,-4424,5131,-7852,883,-3887,1301,2367,-1733,-1733,0,0,0,0,-97
1997:Q3,51427,2794,8526,11049,21669,14508,116,-5011,7079,4977,7389,51427,51427,0,0,0,0,-504
1997:Q4,43758,152,-3767,1922,43551,12478,11332,7891,8077,3773,1900,43758,43758,0,0,0,0,403
1998:Q1,83521,5177,-1877,9777,53185,35377,-3033,-616,12872,8585,17259,83521,83521,0,0,0,0,594
1998:Q2,26105,-6503,-2446,7771,42866,25482,-1843,-2217,-2493,23937,-15583,26105,26105,0,0,0,0,2129
1998:Q3,98391,4873,13679,18620,56934,9206,1237,28907,8377,9207,4285,98391,98391,0,0,0,0,4836
1998:Q4,84776,3566,3781,-23357,101962,11547,25985,51880,7415,5135,-1176,84776,84776,0,0,0,0,-179
1999:Q1,86689,9414,17917,-1033,65618,59032,-9085,-2798,11005,7464,-5227,86689,86689,0,0,0,0,2754
1999:Q2,-17522,5362,-3274,2117,-31632,-3260,-15350,-12490,-7984,7452,9905,-17522,-17522,0,0,0,0,787
1999:Q3,55883,9879,-1702,-971,53538,24252,3394,5889,3010,16993,-4861,55883,55883,0,0,0,0,5034
1999:Q4,136418,-13273,19746,2151,105150,34313,17286,29090,12455,12006,22644,136418,136418,0,0,0,0,1303
2000:Q1,83003,20670,-734,19952,58143,49724,-5594,-17697,11702,20008,-15028,83003,83003,0,0,0,0,-2422
2000:Q2,-37899,6335,-16126,11632,-47737,-19106,-21077,-12355,-4523,9324,7997,-37899,-37899,0,0,0,0,-808
2000:Q3,69128,-363,7885,4868,45938,39905,-402,2054,7129,-2748,10800,69128,69128,0,0,0,0,146
2000:Q4,117870,17488,-776,8276,88429,33715,13903,25034,18202,-2425,4453,117870,117870,0,0,0,0,2389
2001:Q1,190211,22681,38090,27208,124168,21943,6025,65934,11162,19104,-21936,190211,190211,0,0,0,0,7475
2001:Q2,16996,-2749,-7084,3658,13844,-6458,-3013,23829,-2777,2263,9327,16996,16996,0,0,0,0,-2749
2001:Q3,109183,685,960,10579,104140,15228,21817,55474,4582,7039,-7181,109183,109183,0,0,0,0,8476
2001:Q4,123672,10900,54935,10432,33687,-15025,23693,14376,14388,-3745,13718,123672,123672,0,0,0,0,-1483
2002:Q1,-37453,-7301,5486,4288,-31732,-18037,403,-19635,4199,1338,-8194,-37453,-37453,0,0,0,0,-253
2002:Q2,-57088,-1998,-2693,16854,-73553,-21176,-14367,-26150,-2379,-9481,4302,-57088,-57088,0,0,0,0,1739
2002:Q3,-32605,2591,-24120,-2783,-12966,-47775,-3414,24336,630,13257,4673,-32605,-32605,0,0,0,0,3579
2002:Q4,106911,-14,-1322,27608,90476,50006,21093,2721,13924,2732,-9837,106911,106911,0,0,0,0,-1751
2003:Q1,-66211,-9741,-14408,-17220,-18787,-56846,7588,-1088,20474,11085,-6055,-66211,-66211,0,0,0,0,-306
2003:Q2,-41253,-10851,-21700,-4451,4185,-28428,-4351,9713,-3595,30846,-8436,-41253,-41253,0,0,0,0,-4816
2003:Q3,-67261,-5776,-4280,-31827,-26555,-40576,-10566,29643,-2553,-2503,1177,-67261,-67261,0,0,0,0,-1731
2003:Q4,-50329,-11828,-19820,25705,-39526,-13001,-4051,-31735,8829,432,-4860,-50329,-50329,0,0,0,0,-5565
2004:Q1,-47413,3171,2100,15682,-71443,-32511,-6098,-27893,1856,-6797,3077,-47413,-47413,0,0,0,0,-717
2004:Q2,-50735,6771,15384,-12074,-64457,-31852,-23460,-20288,1254,9889,3641,-50735,-50735,0,0,0,0,1651
2004:Q3,-49701,-8438,-7060,1022,-32121,-13076,-2163,-6700,-3667,-6515,-3104,-49701,-49701,0,0,0,0,768
2004:Q4,9528,-652,6079,-23308,20442,10459,2027,-8337,13867,2426,6967,9528,9528,0,0,0,0,-3993
2005:Q1,-36678,-4703,16932,17983,-50523,5562,492,-57381,13449,-12645,-16367,-36678,-36678,0,0,0,0,1741
2005:Q2,-11106,13769,-19434,42332,-41825,17577,-14634,-47061,5898,-3605,-5948,-11106,-11106,0,0,0,0,-1213
2005:Q3,47974,11125,16957,9567,-1591,13621,-3654,-22379,-1686,12507,11916,47974,47974,0,0,0,0,2017
2005:Q4,124931,-12408,-397,43905,94684,48897,3171,16381,9118,17117,-853,124931,124931,0,0,0,0,-2207
2006:Q1,7127,5521,488,-5601,13774,-5795,-3856,-6950,15329,15046,-7055,7127,7127,0,0,0,0,761
2006:Q2,60437,-18835,26304,11816,22293,20563,-5012,-2718,-7373,16833,18859,60437,60437,0,0,0,0,6530
2006:Q3,101401,-8254,1418,17569,90322,49591,-8350,-12666,15175,46572,346,101401,101401,0,0,0,0,1815
2006:Q4,142665,11455,695,27072,100898,50278,11310,-6218,20013,25515,2545,142665,142665,0,0,0,0,-613
2007:Q1,79348,-3946,-1941,-7154,87287,29692,8759,-4053,27124,25765,5102,79348,79348,0,0,0,0,3125
2007:Q2,96436,-9300,7490,39071,62416,8506,-1568,6070,8049,41359,-3241,96436,96436,0,0,0,0,2282
2007:Q3,316564,27922,60880,104493,102380,953,38684,45330,30087,-12674,20889,316564,316564,0,0,0,0,3689
2007:Q4,254961,20358,9557,78487,144157,35293,51487,56576,39462,-38661,2402,254961,254961,0,0,0,0,1435
2008:Q1,356780,10259,88191,-14420,301592,-12363,120687,156237,15146,21885,-28842,356780,356780,0,0,0,0,7312
2008:Q2,-65243,126,16924,-74969,-6890,-20461,-12834,36873,6235,-16703,-434,-65243,-65243,0,0,0,0,-1025
2008:Q3,42996,-10302,-21430,76153,-418,-149610,180712,96226,-30502,-97244,-1007,42996,42996,0,0,0,0,5990
2008:Q4,411944,-14812,22118,-50256,453353,126713,120581,243478,21809,-59228,1541,411944,411944,0,0,0,0,9971
2009:Q1,-18361,-10519,70153,23279,-107291,-36057,-58295,30850,-15550,-28239,6017,-18361,-18361,0,0,0,0,-107
2009:Q2,-160775,12430,83191,-78980,-159455,-57965,-32200,-46590,-20151,-2549,-17961,-160775,-160775,0,0,0,0,-6328
