date,U.S.-chartered depository institutions; gross saving including foreign earnings retained abroad and CCAdj less net capital transfers paid (other than for financial stabilization program),U.S.-chartered depository institutions; gross fixed investment, nonresidential structures, equipment, and intellectual property products,U.S.-chartered depository institutions, including IBFs; total financial assets,U.S.-chartered depository institutions; vault cash; asset,U.S.-chartered depository institutions; depository institution reserves; asset,U.S.-chartered depository institutions, including IBFs; federal funds and security repurchase agreements; asset,U.S.-chartered depository institutions; debt securities; asset,U.S.-chartered depository institutions; open market paper; asset,U.S.-chartered depository institutions; Treasury securities; asset,U.S.-chartered depository institutions; agency- and GSE-backed securities; asset,U.S.-chartered depository institutions; agency issued residential mortgage pass-through securities; asset,U.S.-chartered depository institutions; agency issued commercial mortgage pass-through securities; asset,U.S.-chartered depository institutions; agency issued residential CMOs and other structured MBS; asset,U.S.-chartered depository institutions; agency issued commercial CMOs and other structured MBS; asset,U.S.-chartered depository institutions; agency- and GSE-backed securities, excluding MBS and CMOs; asset,U.S.-chartered depository institutions; municipal securities; asset,U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds; asset,U.S.-chartered depository institutions; private residential mortgage pass-through securities; asset,U.S.-chartered depository institutions; private commercial mortgage pass-through securities; asset,U.S.-chartered depository institutions; private residential CMOs and other structured MBS; asset,U.S.-chartered depository institutions; private commercial CMOs and other structured MBS; asset,U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds, excluding private MBS and CMOs; asset,U.S.-chartered depository institutions; loans; asset,U.S.-chartered depository institutions, including IBFs; depository institution loans n.e.c.; asset,U.S.-chartered depository institutions; other loans and advances; asset,U.S.-chartered depository institutions; total mortgages; asset,U.S.-chartered depository institutions; consumer credit; asset,U.S.-chartered depository institutions; corporate equities; asset,U.S.-chartered depository institutions; mutual fund shares; asset,U.S.-chartered depository institutions; life insurance reserves; asset,U.S.-chartered depository institutions; U.S. direct investment abroad (market value); asset,U.S.-chartered depository institutions; total miscellaneous assets,U.S.-chartered depository institutions, including IBFs; total liabilities and equity,U.S.-chartered depository institutions, including IBFs; total liabilities,U.S.-chartered depository institutions; net interbank transactions; liability,Monetary authority; Federal Reserve float; asset,Monetary authority; loans to U.S.-chartered depository institutions, including AMLF, MMLF, and PPPLF; asset,U.S.-chartered depository institutions; net interbank transactions with U.S. banking; liability,U.S.-chartered depository institutions, including IBFs; net interbank transactions with banks in foreign countries; liability,U.S.-chartered depository institutions; checkable deposits; liability,U.S.-chartered depository institutions; checkable deposits due to the federal government, including demand notes issued to U.S. Treasury and tax and loan accounts; liability,U.S.-chartered depository institutions; transaction deposits due to state and local governments (including mail float); liability,U.S.-chartered depository institutions; checkable deposits due to private domestic sectors; liability,U.S.-chartered depository institutions; checkable deposits due to rest of the world; liability,U.S.-chartered depository institutions, including IBFs; total time and savings deposits; liability,U.S.-chartered depository institutions, including IBFs; federal funds and security repurchase agreements; liability,U.S.-chartered depository institutions; debt securities; liability,U.S.-chartered depository institutions; open market paper; liability,U.S.-chartered depository institutions; corporate and foreign bonds; liability,U.S.-chartered depository institutions; FHLB advances and Sallie Mae loans; liability,U.S.-chartered depository institutions; total taxes payable (net); liability,U.S.-chartered depository institutions; total miscellaneous liabilities,U.S.-chartered depository institutions; net transactions due to holding companies, excluding foreign bank affiliates; liability,U.S.-chartered depository institutions, including IBFs; unidentified miscellaneous liabilities,U.S.-chartered depository institutions; corporate equities; liability,U.S.-chartered depository institutions; sector discrepancy,U.S.-chartered depository institutions; leases to households; asset (Call Report; consolidated),U.S.-chartered depository institutions, including IBFs; total uninsured checkable and time and savings deposits; liability
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,939,221,2501,-238,2580,5,-5950,-68,-7366,982,54,0,0,0,928,388,114,0,0,0,0,114,6784,1766,-2,3768,1252,11,0,0,3,-694,1950,1905,-179,6,-1,-146,-38,-549,995,499,-2321,278,2457,-6,-1,-1,0,77,48,58,0,58,45,167,0,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,1089,250,4812,37,-3916,-17,5606,-37,4333,46,-32,0,0,0,78,902,362,0,0,0,0,362,2940,-1201,11,2904,1226,0,0,0,4,158,4142,4131,312,-7,-25,66,278,788,733,246,187,-378,2860,-8,10,10,0,-82,44,207,0,207,11,169,0,ND
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,1007,283,11178,159,1118,-6,-3902,107,-5513,-208,-16,0,0,0,-192,1571,141,0,0,0,0,141,13478,5659,97,5549,2173,24,0,0,6,301,10306,10234,1060,834,59,128,39,5526,-265,469,5132,190,2574,8,98,98,0,383,117,468,0,468,72,-149,0,ND
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,1278,287,12249,523,2375,-60,-336,59,-1414,-62,0,0,0,0,-62,1128,-47,0,0,0,0,-47,9875,4912,77,4555,331,46,0,0,8,-182,11564,11420,-468,-184,-48,-540,304,6744,553,414,6024,-247,4711,-6,78,78,0,101,162,98,0,98,144,306,0,ND
1952:Q1,1096,256,19120,-1060,2148,608,11500,136,9824,-508,92,0,0,0,-600,1556,492,0,0,0,0,492,3964,-168,-104,3704,532,92,0,0,0,1868,19416,19236,176,-1896,552,1240,280,13628,4176,900,8684,-132,7304,896,-104,-104,0,-1288,424,-1800,0,-1800,180,1136,0,ND
1952:Q2,1170,260,4936,-152,-2556,-592,-1028,-244,-2536,-532,28,0,0,0,-560,1468,816,0,0,0,0,816,12688,4192,-132,5672,2956,116,0,0,8,-3548,3344,3164,-2720,-516,-452,-1916,164,1424,-728,-596,2324,424,7740,-788,-136,-136,0,256,-120,-2492,0,-2492,180,-683,0,ND
1952:Q3,1343,232,24976,-32,7112,1632,1456,372,-1728,1492,-40,0,0,0,1532,1540,-220,0,0,0,0,-220,7356,-664,120,6160,1740,120,0,0,8,7324,24888,24788,7500,628,1244,5896,-268,10328,4656,1356,3068,1248,6504,1544,124,124,0,248,448,-1908,0,-1908,100,1023,0,ND
1952:Q4,1627,254,7832,1468,-7128,-1576,1424,-84,796,884,-24,0,0,0,908,200,-372,0,0,0,0,-372,16840,7448,124,5640,3628,108,0,0,8,-3312,6724,6628,-5284,916,-912,-5256,-32,-4952,-1776,-132,-2336,-708,9908,-1512,124,124,0,596,4,7744,0,7744,96,265,0,ND
1953:Q1,1309,405,13016,-828,2112,1852,2032,-188,432,-188,108,0,0,0,-296,1656,320,0,0,0,0,320,7364,-1192,-120,4996,3680,96,0,0,8,380,13168,13048,2708,-628,2252,880,204,3508,-2268,76,6176,-476,8092,2308,-120,-120,0,-1012,-324,-2112,0,-2112,120,1056,0,ND
1953:Q2,1234,409,-6224,184,-1308,-1820,-11136,-376,-9288,-1748,4,0,0,0,-1752,-60,336,0,0,0,0,336,9988,1068,-88,6880,2128,84,0,0,8,-2224,-8132,-8252,-4136,-836,-2544,-868,112,-9688,-9244,676,-848,-272,9508,-2316,-88,-88,0,428,-344,-1616,0,-1616,120,-1084,0,ND
1953:Q3,1317,422,28484,-368,908,752,12388,400,10104,828,72,0,0,0,756,672,384,0,0,0,0,384,8864,1492,280,6348,744,88,0,0,12,5840,27804,27696,6000,336,1100,4336,228,14824,11816,1196,1968,-156,6928,756,280,280,0,332,440,-1864,0,-1864,108,215,0,ND
1953:Q4,1291,415,4740,48,-872,-868,6824,184,-1252,7264,-28,0,0,0,7292,632,-4,0,0,0,0,-4,1724,-5200,184,6008,732,112,0,0,12,-2240,4156,4048,-5640,1000,-1264,-4476,-900,-8236,-3484,596,-4944,-404,10840,-784,188,188,0,604,932,6144,0,6144,108,292,0,ND
1954:Q1,1236,387,5632,460,-2424,428,4880,612,-760,1580,44,0,0,0,1536,2540,908,0,0,0,0,908,1744,-2396,24,5368,-1252,128,0,0,8,408,5056,4944,-2204,-1600,476,-808,-272,656,-900,1516,256,-216,10764,148,24,24,0,-1288,-504,-2652,0,-2652,112,273,0,ND
1954:Q2,1316,385,19048,212,212,-444,6976,-64,8484,-3304,-40,0,0,0,-3264,2332,-472,0,0,0,0,-472,10660,1608,28,7412,1612,152,0,0,12,1268,16876,16756,132,128,-440,600,-156,6104,792,-1328,6436,204,11652,-196,28,28,0,180,-632,-512,0,-512,120,-1242,0,ND
1954:Q3,1360,393,21268,12,-1576,936,8136,548,11364,-5480,8,0,0,0,-5488,1792,-88,0,0,0,0,-88,9348,1004,64,8476,-196,152,0,0,12,4248,21236,20896,3380,-224,608,3036,-40,8732,-3936,-84,13636,-884,8412,1208,64,64,0,56,764,-1720,0,-1720,340,935,0,ND
1954:Q4,1834,392,18296,-856,-1348,-840,9480,-176,1768,6920,-100,0,0,0,7020,1116,-148,0,0,0,0,-148,13332,1704,844,9516,1268,128,0,0,16,-1616,16472,16132,-3876,1188,-656,-4136,-272,2256,4148,1320,-4616,1404,9776,-1244,856,856,0,712,256,7396,0,7396,340,-382,0,ND
1955:Q1,1927,472,10956,1540,-384,2616,-7252,-304,-8904,472,72,0,0,0,400,1896,-412,0,0,0,0,-412,14600,3068,-208,9056,2684,104,0,0,12,-280,10296,10920,1104,-1024,2352,-424,200,4788,-4848,-296,10872,-940,8560,2612,-216,-216,0,-660,-840,-4428,0,-4428,-624,795,0,ND
1955:Q2,1901,503,14080,-516,-716,-2168,-12164,-516,-6440,-3552,16,0,0,0,-3568,-868,-788,0,0,0,0,-788,25736,10448,-488,11404,4372,88,0,0,12,3808,12480,12276,-184,1192,-2092,868,-152,3064,3876,116,-1192,264,8876,-2452,-488,-488,0,1260,-820,3020,0,3020,204,-203,0,ND
1955:Q3,1935,538,14756,452,2268,1392,-10256,92,-7464,-2168,36,0,0,0,-2204,172,-888,0,0,0,0,-888,19880,6220,52,11152,2456,76,0,0,16,928,14368,14328,4384,-248,2296,2260,76,3060,-4104,1224,6144,-204,5616,1668,48,48,0,1032,196,-1676,0,-1676,40,1009,0,ND
1955:Q4,2479,564,12160,-624,-652,-1200,-4828,-272,-6424,2952,72,0,0,0,2880,-600,-484,0,0,0,0,-484,22520,10956,-92,8464,3192,68,0,0,16,-3140,10920,10744,-1488,3188,-2168,-2044,-464,-2428,3224,440,-6596,504,9180,-1736,-96,-96,0,568,-36,6780,0,6780,176,675,0,ND
1956:Q1,2204,416,16224,1108,-112,2584,-2332,144,-2648,120,192,0,0,0,-72,476,-424,0,0,0,0,-424,13556,3920,56,7984,1596,60,0,0,12,1348,15680,15376,-884,-3168,2396,-548,436,10180,6196,1708,1852,424,8392,3156,64,64,0,-1116,-168,-4248,0,-4248,304,1244,0,ND
1956:Q2,2242,426,7316,-2488,-328,-2296,-13516,-204,-11176,-2108,52,0,0,0,-2160,176,-204,0,0,0,0,-204,21176,8080,76,9104,3916,44,0,0,16,4708,4840,4588,-1396,1652,-1896,-420,-732,-4664,-3244,1040,-2756,296,11004,-2944,76,76,0,140,-252,2624,0,2624,252,-661,0,ND
1956:Q3,2506,441,12484,2684,1128,1872,-264,344,-260,-904,32,0,0,0,-936,536,20,0,0,0,0,20,11536,1512,388,9232,404,44,0,0,16,-4532,11652,11532,4296,-584,1364,2888,628,356,-4084,-1912,6744,-392,5848,2772,388,388,0,-124,972,-2976,0,-2976,120,1233,0,ND
1956:Q4,3138,446,14908,1012,-472,-2160,2040,-112,1652,1528,-80,0,0,0,1608,-260,-768,0,0,0,0,-768,14852,5892,520,7008,1432,52,0,0,24,-440,14432,14040,-1676,2420,-2192,-1596,-308,1056,1228,-132,-820,780,10372,-2988,528,528,0,344,668,5736,0,5736,392,2216,0,ND
1957:Q1,2600,535,18456,-976,-1288,2484,11196,-72,8968,1040,252,0,0,0,788,704,556,0,0,0,0,556,6452,36,164,5028,1224,56,0,0,16,516,17888,17728,-3096,-3432,2268,-1612,-320,9804,8204,304,2588,-1292,14400,3564,164,164,0,-1068,-316,-5724,0,-5724,160,1497,0,ND
1957:Q2,2296,537,10288,20,864,-664,-14868,-196,-15604,-760,80,0,0,0,-840,960,732,0,0,0,0,732,17424,8828,-128,6164,2560,56,0,0,20,7436,8468,8388,992,888,928,-192,-632,-8108,-6836,2516,-5820,2032,12536,-1116,-128,-128,0,472,-432,4172,0,4172,80,-61,0,ND
1957:Q3,2316,552,13192,-152,560,-180,12780,332,11232,-208,144,0,0,0,-352,780,644,0,0,0,0,644,8160,-904,700,7360,1004,64,0,0,20,-8060,12580,12024,2808,-176,-192,3248,-72,2172,1012,-3452,4620,-8,7576,144,704,704,0,160,552,-2092,0,-2092,556,1152,0,ND
1957:Q4,2726,542,8720,1404,-236,-1372,-1396,376,-7364,2976,-4,0,0,0,2980,1652,964,0,0,0,0,964,8924,804,352,6768,1000,72,0,0,20,1304,7008,6712,-4324,1756,-2904,-2920,-256,-6792,-1720,1608,-7148,468,13068,-2664,356,356,0,584,520,5964,0,5964,296,472,0,ND
1958:Q1,2173,556,24456,-1312,-792,2456,20880,1452,12484,3204,156,0,0,0,3048,2516,1224,0,0,0,0,1224,-480,-6160,708,5600,-628,92,0,0,12,3600,22636,22560,-5300,-2880,272,-3168,476,10876,6092,-288,6408,-1336,23068,2268,716,716,0,-2276,244,-7036,0,-7036,76,-203,0,ND
1958:Q2,1845,536,38916,368,-80,-248,15744,160,10428,-1960,-160,0,0,0,-1800,5216,1900,0,0,0,0,1900,14380,4676,-564,9484,784,124,0,0,12,8616,36916,36916,-1712,368,40,-2044,-76,14856,15096,3680,-4916,996,20096,0,-568,-568,0,932,-784,4096,0,4096,0,-692,0,ND
1958:Q3,1856,529,2316,-32,-636,252,10424,0,7872,1216,-24,0,0,0,1240,2188,-852,0,0,0,0,-852,5768,-6068,-228,11304,760,112,0,0,12,-13584,1216,1192,6544,612,836,5428,-332,-15784,-28484,-3100,17380,-1580,9856,1320,-232,-232,0,324,300,-1136,0,-1136,24,227,0,ND
1958:Q4,2708,549,29956,632,-612,-2628,2308,-780,1480,1228,-36,0,0,0,1264,616,-236,0,0,0,0,-236,25012,11648,-280,11820,1824,52,0,0,16,5176,29308,29200,-1444,1388,-1164,-1004,-664,12404,8704,648,1248,1804,12548,-3588,-280,-280,0,1152,140,8268,0,8268,108,1511,0,ND
1959:Q1,2143,562,13108,-356,696,3332,-4556,-176,-3308,-1400,184,0,0,0,-1584,920,-592,0,0,0,0,-592,10868,-1812,-448,9840,3288,16,0,0,12,3096,12696,12488,1988,-2200,2104,1268,816,3612,-1460,3712,1788,-428,9268,4356,-452,-452,0,-844,-484,-4956,0,-4956,208,1169,0,ND
1959:Q2,2246,582,23052,844,-1136,-324,-12032,-664,-10952,-1160,112,0,0,0,-1272,584,160,0,0,0,0,160,30656,13316,-228,13204,4364,-68,0,0,16,5096,21484,21432,1876,400,1280,336,-140,648,668,-1228,552,656,11396,1020,-232,-232,0,1800,-968,5892,0,5892,52,96,0,ND
1959:Q3,2419,604,6988,-828,68,-1372,-7032,384,-7904,372,136,0,0,0,236,368,-252,0,0,0,0,-252,25932,8468,-92,12972,4584,-76,0,0,12,-9716,5856,5756,1748,420,-2252,3960,-380,2384,-100,240,2672,-428,5340,-2212,-92,-92,0,1032,-172,-2272,0,-2272,100,683,0,ND
1959:Q4,2463,602,12508,-608,-948,-1916,-10084,-164,-9140,-12,-132,0,0,0,120,-272,-496,0,0,0,0,-496,27776,13276,632,10940,2928,-68,0,0,16,-1660,11016,10848,-116,2556,496,-3540,372,-2356,4092,-604,-6028,184,7864,-2756,636,636,0,1356,-212,6432,0,6432,168,369,0,ND
1960:Q1,2186,625,7112,1368,448,3924,-10756,176,-11424,1052,276,0,0,0,776,-100,-460,0,0,0,0,-460,11992,-556,688,7980,3880,-84,0,0,16,204,6080,5984,-924,-3068,1448,36,660,1900,-20,388,3288,-1756,8152,6936,696,696,0,-2456,480,-8800,0,-8800,96,529,0,ND
1960:Q2,2328,621,18996,1116,-2196,-48,-2920,284,-2172,12,40,0,0,0,-28,-972,-72,0,0,0,0,-72,20980,8472,52,9536,2920,12,0,0,12,2040,16796,16604,-2048,180,-2192,-1108,1072,4928,4604,-1344,596,1072,13640,-1716,52,52,0,1000,708,40,0,40,192,-493,0,ND
1960:Q3,2364,598,24012,-876,4056,-836,15836,532,12748,692,-76,0,0,0,768,1536,328,0,0,0,0,328,13060,-1248,912,11180,2216,60,0,0,16,-7304,22472,22388,5440,476,1304,3228,432,3632,-2720,1836,4392,124,16872,-1336,924,924,0,-136,1460,-4468,0,-4468,84,226,0,ND
1960:Q4,2298,573,25680,-272,-6680,-2512,10120,620,5572,2048,-44,0,0,0,2092,1784,96,0,0,0,0,96,17112,4900,1152,9832,1228,76,0,0,16,7820,22216,22100,-1736,3524,-2272,-2276,-712,-2776,1716,-16,-5532,1056,20180,-3956,1160,1160,0,980,1348,6900,0,6900,116,-1740,0,ND
