date,Hedge funds; total financial and nonfinancial assets,Hedge funds; real estate; asset,Hedge funds; total financial assets,Hedge funds; foreign currency holdings; asset,Hedge funds; checkable, time and savings deposits; asset,Hedge funds; other cash and cash equivalents; assets,Hedge funds; money market fund shares; assets,Hedge funds; security repurchase agreements; asset,Hedge funds; debt securities; asset (market value),Hedge funds; Treasury securities; asset (market value),Hedge funds; agency- and GSE-backed securities; asset (market value),Hedge funds; municipal securities; asset (market value),Hedge funds; corporate and foreign bonds; asset (market value),Hedge funds; total loans; asset,Hedge funds; leveraged loans; asset,Hedge funds; other loans; asset,Hedge funds; corporate equities; asset,Hedge funds; mutual fund shares; asset,Hedge funds; unidentified miscellaneous assets,Hedge funds; total financial liabilities,Hedge funds; security repurchase agreements; liability,Hedge funds; security repurchase agreements with domestic financial and nonfinancial institutions; liability,Hedge funds; security repurchase agreementswith foreign financial and nonfinancial institutions; liability,Hedge funds; loans; liability,Hedge funds; loans, total secured borrowing via prime brokerages (margin accounts); liability,Hedge funds; secured borrowing via prime brokerages from domestic institutions (margin accounts); liability,Hedge funds; secured borrowing via prime brokerages from foreign institutions (margin accounts); liability,Hedge funds; loans, total other secured borrowings; liability,Hedge funds; other secured borrowings from domestic institutions (banks loans n.e.c.); liability,Hedge funds; other secured borrowings from foreign instittutions (business loans); lability,Hedge funds; total unsecured borrowings (banks loans n.e.c.); liability,Hedge funds; unidentified miscellaneous liabilities,Hedge funds; total net assets; asset,Hedge funds; total long exposure financial derivatives; asset
1945:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
